"CBLS County-level Summary Data for MO, 2007",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2007"
063,DeKalb County,118,17.2999992966652%,0,0%,1,3839,1186,10.9999999403954%,682
065,Dent County,299,28.0000001192093%,4,1.33779264214047%,2,6994,1548,20.9999993443489%,1068
067,Douglas County,213,23.1000006198883%,0,0%,0,5919,1356,27.0000010728836%,923
069,Dunklin County,244,9.00000035762787%,1,0.40983606557377%,0,14682,3201,37.0000004768372%,2704
071,Franklin County,910,11.4000000059605%,3,0.32967032967033%,2,38295,7180,7.99999982118607%,7954
073,Gasconade County,243,23.1000006198883%,2,0.823045267489712%,0,7813,2397,14.0000000596046%,1050
075,Gentry County,131,28.4000009298325%,2,1.52671755725191%,0,3214,1496,14.0000000596046%,462
077,Greene County,2984,14.8000001907349%,14,0.469168900804289%,1,104517,18806,15.9999996423721%,20157
079,Grundy County,296,38.8000011444092%,2,0.675675675675676%,1,5102,2143,31.0000002384186%,762
081,Harrison County,228,33.1000000238419%,0,0%,0,4316,1984,20.0000002980232%,688
083,Henry County,328,19.5999994874001%,2,0.609756097560976%,1,10261,2850,23.0000004172325%,1671
085,Hickory County,123,24.6999993920326%,0,0%,0,6184,768,34.9999994039536%,497
087,Holt County,121,35.8999997377396%,0,0%,0,2931,1366,21.9999998807907%,337
089,Howard County,209,31.0999989509583%,0,0%,0,4346,1708,20.0000002980232%,671
091,Howell County,291,9.39999967813492%,1,0.343642611683849%,0,16340,3050,27.0000010728836%,3092
093,Iron County,338,44.200000166893%,13,3.84615384615385%,7,4907,1005,31.0000002384186%,765
095,Jackson County,10509,17.4999997019768%,93,0.884955752212389%,49,288231,80038,18.9999997615814%,60219
097,Jasper County,2499,23.7000003457069%,24,0.960384153661465%,10,45571,14041,23.0000004172325%,10544
099,Jefferson County,2122,12.2000001370907%,8,0.377002827521206%,2,75586,7794,10.0000001490116%,17455
101,Johnson County,471,11.1000001430511%,1,0.212314225053079%,0,18886,2978,18.9999997615814%,4245
103,Knox County,82,30.0000011920929%,0,0%,0,2317,1056,28.999999165535%,273
105,Laclede County,489,16.4000004529953%,0,0%,0,14320,2427,20.9999993443489%,2981
107,Lafayette County,425,17.399999499321%,0,0%,0,13707,4187,14.0000000596046%,2441
109,Lawrence County,596,19.6999996900558%,1,0.167785234899329%,1,14789,4364,23.9999994635582%,3026
111,Lewis County,187,28.0000001192093%,2,1.06951871657754%,2,4602,1641,25.9999990463257%,669
113,Lincoln County,514,11.2000003457069%,2,0.389105058365759%,0,15511,2300,10.0000001490116%,4580
115,Linn County,338,34.7000002861023%,2,0.591715976331361%,1,6554,2843,20.9999993443489%,974
117,Livingston County,257,25.2000004053116%,6,2.33463035019455%,1,6467,2262,23.0000004172325%,1019
119,McDonald County,363,16.8999999761581%,0,0%,0,9287,2084,30.0000011920929%,2143
121,Macon County,357,31.2999993562698%,2,0.560224089635854%,1,7502,2795,18.0000007152557%,1142
123,Madison County,124,13.400000333786%,1,0.806451612903226%,5,5656,1351,25.9999990463257%,922
125,Maries County,108,17.2999992966652%,0,0%,0,4149,1027,18.9999997615814%,626
127,Marion County,723,31.6000014543533%,18,2.4896265560166%,9,12443,5088,20.0000002980232%,2288
129,Mercer County,115,45.5000013113022%,1,0.869565217391304%,0,2125,791,7.99999982118607%,253
131,Miller County,184,9.39999967813492%,2,1.08695652173913%,0,11263,1834,23.9999994635582%,1966
133,Mississippi County,510,44.200000166893%,1,0.196078431372549%,1,5840,1564,25.9999990463257%,1155
135,Moniteau County,299,24.099999666214%,2,0.668896321070234%,0,5742,1700,14.0000000596046%,1243
137,Monroe County,210,31.6000014543533%,0,0%,1,4565,1452,14.0000000596046%,664
139,Montgomery County,254,26.800000667572%,2,0.78740157480315%,0,5726,1728,17.0000001788139%,949
141,Morgan County,126,7.90000036358833%,0,0%,0,13898,1606,27.0000010728836%,1595
143,New Madrid County,351,25%,0,0%,0,8600,1645,38.9999985694885%,1403
145,Newton County,1070,24.099999666214%,2,0.186915887850467%,3,21897,4790,17.0000001788139%,4438
147,Nodaway County,356,26.3000011444092%,2,0.561797752808989%,1,8909,3212,12.9999995231628%,1354
149,Oregon County,193,27.3000001907349%,0,0%,0,4997,1326,28.999999165535%,707
151,Osage County,168,15.1999995112419%,1,0.595238095238095%,0,5904,1619,10.9999999403954%,1108
153,Ozark County,136,21.6999992728233%,0,0%,0,5114,834,38.9999985694885%,628
155,Pemiscot County,209,11.5000002086163%,0,0%,1,8793,1951,49.0000009536743%,1819
157,Perry County,438,28.999999165535%,0,0%,1,7815,2062,7.00000002980232%,1511
159,Pettis County,380,10.5999998748302%,6,1.57894736842105%,8,16963,5236,18.0000007152557%,3598
161,Phelps County,618,19.3000003695488%,2,0.323624595469256%,1,17501,2939,23.9999994635582%,3209
163,Pike County,273,20.7000002264976%,2,0.732600732600733%,0,7493,2257,20.0000002980232%,1319
165,Platte County,689,10.4000002145767%,0,0%,0,30902,2592,7.99999982118607%,6642
167,Polk County,441,18.6000004410744%,2,0.453514739229025%,0,11183,2406,20.0000002980232%,2366
169,Pulaski County,317,8.29999968409538%,0,0%,0,15408,1830,14.0000000596046%,3823
171,Putnam County,83,23.1000006198883%,1,1.20481927710843%,0,2914,896,17.0000001788139%,360
173,Ralls County,194,29.899999499321%,1,0.515463917525773%,0,4564,1074,15.0000005960464%,648
175,Randolph County,211,10.3000000119209%,1,0.4739336492891%,0,10740,3567,15.9999996423721%,2045
177,Ray County,286,16.2000000476837%,1,0.34965034965035%,0,9371,2390,10.9999999403954%,1769
179,Reynolds County,114,29.6999990940094%,4,3.50877192982456%,2,3759,618,31.0000002384186%,384
181,Ripley County,201,19.4000005722046%,1,0.497512437810945%,0,6392,988,28.0000001192093%,1035
183,St. Charles County,2186,7.59999975562096%,2,0.0914913083257091%,1,105514,4981,5.99999986588955%,28831
185,St. Clair County,133,23.0000004172325%,0,0%,1,5205,1500,31.0000002384186%,579
187,St. Francois County,992,21.1999997496605%,23,2.31854838709677%,6,24449,5417,23.0000004172325%,4671
189,St. Louis County,15570,21.7999994754791%,89,0.571612074502248%,43,423749,77886,10.0000001490116%,71460
195,Saline County,523,29.8000007867813%,8,1.52963671128107%,3,10019,3479,18.0000007152557%,1757
197,Schuyler County,121,49.0000009536743%,1,0.826446280991735%,0,2027,923,25.9999990463257%,247
199,Scotland County,127,33.3000004291534%,0,0%,1,2292,1107,27.0000010728836%,381
201,Scott County,933,26.800000667572%,1,0.107181136120043%,0,16951,3657,28.0000001192093%,3477
203,Shannon County,65,10.8000002801418%,0,0%,0,3862,785,37.0000004768372%,604
205,Shelby County,199,41.2000000476837%,1,0.50251256281407%,0,3245,1426,28.999999165535%,483
207,Stoddard County,612,28.2999992370605%,1,0.163398692810458%,0,13221,2515,25.9999990463257%,2159
209,Stone County,238,12.2000001370907%,0,0%,0,16241,1403,20.0000002980232%,1948
211,Sullivan County,257,46.900001168251%,0,0%,1,3364,1527,23.0000004172325%,548
213,Taney County,413,11.2999998033047%,1,0.242130750605327%,1,19688,1274,20.0000002980232%,3648
215,Texas County,191,10.8999997377396%,0,0%,0,10764,2202,31.0000002384186%,1749
217,Vernon County,306,18.7999993562698%,0,0%,0,8872,2816,25%,1631
219,Warren County,365,13.8999998569489%,0,0%,0,11046,1284,12.9999995231628%,2631
221,Washington County,491,24.7999995946884%,13,2.64765784114053%,4,9894,1363,27.0000010728836%,1979
223,Wayne County,118,14.300000667572%,1,0.847457627118644%,0,7496,1212,33.0000013113022%,824
225,Webster County,414,12.8000006079674%,0,0%,0,12052,2346,20.9999993443489%,3235
227,Worth County,40,36.0000014305115%,0,0%,0,1245,709,25%,111
229,Wright County,256,16.2000000476837%,0,0%,0,7957,2141,34.9999994039536%,1578
510,St. Louis city,12943,42.399999499321%,471,3.63903268175848%,465,176354,113955,37.9999995231628%,30490
193,Unknown,322,,1,0.31055900621118%,0,,,,
999,Unknown,n,,n,#VALUE!,n,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2003-2007",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
,,,,,,,,,,
,Missouri 2007 Confirmed Cases,,934,,,,,,,
