"CBLS County-level Summary Data for MO, 2008",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2008"
079,Grundy County,262,34.0000003576279%,1,0.381679389312977%,1,5102,2143,31.0000002384186%,770
081,Harrison County,199,28.4000009298325%,1,0.50251256281407%,0,4316,1984,20.0000002980232%,701
083,Henry County,334,20.2000007033348%,3,0.898203592814371%,1,10261,2850,23.0000004172325%,1657
085,Hickory County,111,21.8999996781349%,0,0%,0,6184,768,34.9999994039536%,508
087,Holt County,128,38.1999999284744%,0,0%,0,2931,1366,21.9999998807907%,335
089,Howard County,241,34.9999994039536%,0,0%,0,4346,1708,20.0000002980232%,689
091,Howell County,270,8.39999988675118%,0,0%,0,16340,3050,27.0000010728836%,3213
093,Iron County,327,42.399999499321%,10,3.05810397553517%,8,4907,1005,31.0000002384186%,771
095,Jackson County,11473,18.9999997615814%,47,0.409657456637322%,43,288231,80038,18.9999997615814%,60481
097,Jasper County,2865,26.1000007390976%,17,0.593368237347295%,5,45571,14041,23.0000004172325%,10962
099,Jefferson County,1993,11.2000003457069%,13,0.652282990466633%,2,75586,7794,10.0000001490116%,17784
101,Johnson County,528,12.2000001370907%,1,0.189393939393939%,0,18886,2978,18.9999997615814%,4324
103,Knox County,115,41.499999165535%,0,0%,0,2317,1056,28.999999165535%,277
105,Laclede County,634,20.8000004291534%,0,0%,0,14320,2427,20.9999993443489%,3055
107,Lafayette County,476,19.200000166893%,0,0%,0,13707,4187,14.0000000596046%,2474
109,Lawrence County,559,18.1999996304512%,1,0.178890876565295%,1,14789,4364,23.9999994635582%,3078
111,Lewis County,178,27.5000005960464%,1,0.561797752808989%,2,4602,1641,25.9999990463257%,648
113,Lincoln County,505,10.700000077486%,1,0.198019801980198%,0,15511,2300,10.0000001490116%,4720
115,Linn County,328,33.7000012397766%,2,0.609756097560976%,1,6554,2843,20.9999993443489%,974
117,Livingston County,300,28.4000009298325%,3,1%,1,6467,2262,23.0000004172325%,1056
119,McDonald County,380,17.8000003099442%,1,0.263157894736842%,0,9287,2084,30.0000011920929%,2132
121,Macon County,362,31.0999989509583%,0,0%,1,7502,2795,18.0000007152557%,1165
123,Madison County,127,13.400000333786%,1,0.78740157480315%,2,5656,1351,25.9999990463257%,948
125,Maries County,124,19.7999998927116%,0,0%,0,4149,1027,18.9999997615814%,627
127,Marion County,740,31.6000014543533%,12,1.62162162162162%,8,12443,5088,20.0000002980232%,2342
129,Mercer County,93,35.6000006198883%,0,0%,0,2125,791,7.99999982118607%,261
131,Miller County,218,10.8999997377396%,2,0.91743119266055%,0,11263,1834,23.9999994635582%,2009
133,Mississippi County,463,41.6999995708466%,0,0%,1,5840,1564,25.9999990463257%,1111
135,Moniteau County,282,22.1000000834465%,2,0.709219858156028%,0,5742,1700,14.0000000596046%,1274
137,Monroe County,173,27.0999997854233%,0,0%,0,4565,1452,14.0000000596046%,638
139,Montgomery County,230,24.7999995946884%,0,0%,0,5726,1728,17.0000001788139%,928
141,Morgan County,141,8.69999974966049%,0,0%,0,13898,1606,27.0000010728836%,1630
143,New Madrid County,400,28.9000004529953%,1,0.25%,0,8600,1645,38.9999985694885%,1385
145,Newton County,1016,21.9999998807907%,1,0.0984251968503937%,2,21897,4790,17.0000001788139%,4610
147,Nodaway County,260,18.7000006437302%,1,0.384615384615385%,1,8909,3212,12.9999995231628%,1387
149,Oregon County,204,28.2000005245209%,0,0%,0,4997,1326,28.999999165535%,723
151,Osage County,183,16.4000004529953%,0,0%,0,5904,1619,10.9999999403954%,1118
153,Ozark County,157,24.4000002741814%,0,0%,0,5114,834,38.9999985694885%,643
155,Pemiscot County,291,16.7999997735024%,0,0%,0,8793,1951,49.0000009536743%,1734
157,Perry County,235,15.5000001192093%,0,0%,1,7815,2062,7.00000002980232%,1515
159,Pettis County,780,21.4000001549721%,6,0.769230769230769%,7,16963,5236,18.0000007152557%,3637
161,Phelps County,695,21.4000001549721%,0,0%,1,17501,2939,23.9999994635582%,3252
163,Pike County,256,19.4000005722046%,1,0.390625%,0,7493,2257,20.0000002980232%,1320
165,Platte County,804,11.9999997317791%,0,0%,0,30902,2592,7.99999982118607%,6696
167,Polk County,485,19.7999998927116%,2,0.412371134020619%,1,11183,2406,20.0000002980232%,2450
169,Pulaski County,350,9.00000035762787%,0,0%,0,15408,1830,14.0000000596046%,3895
171,Putnam County,89,24.6999993920326%,0,0%,0,2914,896,17.0000001788139%,361
173,Ralls County,191,28.2000005245209%,2,1.04712041884817%,0,4564,1074,15.0000005960464%,678
175,Randolph County,406,19.6999996900558%,1,0.246305418719212%,0,10740,3567,15.9999996423721%,2063
177,Ray County,307,17.4999997019768%,1,0.325732899022801%,1,9371,2390,10.9999999403954%,1758
179,Reynolds County,114,30.1999986171722%,1,0.87719298245614%,2,3759,618,31.0000002384186%,378
181,Ripley County,231,22.8000000119209%,0,0%,0,6392,988,28.0000001192093%,1011
183,St. Charles County,2120,7.29999989271164%,5,0.235849056603774%,1,105514,4981,5.99999986588955%,29036
185,St. Clair County,131,22.9000002145767%,0,0%,1,5205,1500,31.0000002384186%,572
187,St. Francois County,945,19.6999996900558%,13,1.37566137566138%,5,24449,5417,23.0000004172325%,4788
189,St. Louis County,15248,21.4000001549721%,50,0.32791185729276%,28,423749,77886,10.0000001490116%,71197
195,Saline County,495,28.4000009298325%,4,0.808080808080808%,2,10019,3479,18.0000007152557%,1740
197,Schuyler County,112,43.2000011205673%,0,0%,0,2027,923,25.9999990463257%,259
199,Scotland County,128,32.8000009059906%,2,1.5625%,2,2292,1107,27.0000010728836%,390
201,Scott County,891,25.2000004053116%,0,0%,0,16951,3657,28.0000001192093%,3534
203,Shannon County,67,10.8000002801418%,0,0%,0,3862,785,37.0000004768372%,622
205,Shelby County,209,41.9999986886978%,0,0%,0,3245,1426,28.999999165535%,498
207,Stoddard County,535,24.7999995946884%,1,0.186915887850467%,0,13221,2515,25.9999990463257%,2155
209,Stone County,243,12.7000004053116%,1,0.411522633744856%,0,16241,1403,20.0000002980232%,1912
211,Sullivan County,264,46.0999995470047%,1,0.378787878787879%,1,3364,1527,23.0000004172325%,573
213,Taney County,458,11.8000000715256%,0,0%,0,19688,1274,20.0000002980232%,3891
215,Texas County,187,10.700000077486%,0,0%,0,10764,2202,31.0000002384186%,1753
217,Vernon County,316,19.200000166893%,0,0%,0,8872,2816,25%,1649
219,Warren County,364,13.0999997258186%,0,0%,0,11046,1284,12.9999995231628%,2786
221,Washington County,464,22.4999994039536%,8,1.72413793103448%,4,9894,1363,27.0000010728836%,2059
223,Wayne County,150,18.1999996304512%,2,1.33333333333333%,0,7496,1212,33.0000013113022%,826
225,Webster County,363,10.8999997377396%,1,0.275482093663912%,0,12052,2346,20.9999993443489%,3324
227,Worth County,45,41.6999995708466%,0,0%,0,1245,709,25%,108
229,Wright County,339,21.0999995470047%,0,0%,0,7957,2141,34.9999994039536%,1607
510,St. Louis city,13645,44.6999996900559%,372,2.7262733602052%,340,176354,113955,37.9999995231628%,30516
193,Unknown,308,.,1,0.324675324675325%,0,,,,
999,Unknown,n,,n,#VALUE!,n,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2004-2008",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
,,,,,,,,,,
,Missouri 2008 Confirmed Cases,,668,,,,,,,
