"CBLS County-level Summary Data for MO, 2012",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Total # Children Tested 5-9 µg/dL,Confirmed Cases,,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,
199,Scotland County,51,7,0,0%,1,2292,1107,27.0000010728836%
201,Scott County,681,15,1,0.100000004749745%,0,16951,3657,28.0000001192093%
203,Shannon County,75,5,0,0%,0,3862,785,37.0000004768372%
205,Shelby County,179,16,5,2.80000008642673%,1,3245,1426,28.999999165535%
207,Stoddard County,456,12,1,0.20000000949949%,0,13221,2515,25.9999990463257%
209,Stone County,263,10,2,0.800000037997961%,1,16241,1403,20.0000002980232%
211,Sullivan County,207,16,0,0%,0,3364,1527,23.0000004172325%
213,Taney County,466,5,0,0%,0,19688,1274,20.0000002980232%
215,Texas County,190,7,0,0%,0,10764,2202,31.0000002384186%
217,Vernon County,218,23,3,1.40000004321337%,0,8872,2816,25%
219,Warren County,392,21,1,0.300000002607703%,0,11046,1284,12.9999995231628%
221,Washington Coun,329,29,2,0.600000005215406%,1,9894,1363,27.0000010728836%
223,Wayne County,130,4,1,0.800000037997961%,0,7496,1212,33.0000013113022%
225,Webster County,324,15,1,0.300000002607703%,0,12052,2346,20.9999993443489%
227,Worth County,33,3,0,0%,0,1245,709,25%
229,Wright County,202,10,0,0%,0,7957,2141,34.9999994039536%
510,St. Louis city,13674,1415,301,2.19999998807907%,128,176354,113955,37.9999995231628%
*# of Addresses where address state not in selected state: 616,# of Addresses where program state is not in selected state: 1,,,,,,,,
*# of Addresses where address state not in selected state: 616,# of Addresses where program state is not in selected state: 1,,,,,,,,
,,,,,,,,,
"* Based on most recent five years of data, 2008-2012",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
