"CBLS County-level Summary Data for MS, 2008",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2008"
149,Warren County,559,12.5%,0,0%,1,,,,4470
151,Washington County,806,15.2999997138977%,0,0%,1,,,,5279
153,Wayne County,395,21.9999998807907%,4,1.0126582278481%,1,,,,1792
155,Webster County,214,26.1000007390976%,0,0%,0,,,,821
157,Wilkinson County,192,23.0000004172325%,3,1.5625%,1,,,,833
159,Winston County,291,18.299999833107%,1,0.343642611683849%,0,,,,1591
161,Yalobusha County,281,22.9000002145767%,0,0%,1,,,,1226
163,Yazoo County,417,16.5999993681908%,9,2.15827338129496%,4,,,,2505
999,Unknown,17,.,0,0%,0,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2004-2008",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
,,,,,,,,,,
,Mississippi 2008 Confirmed Cases,,207,,,,,,,
