"CBLS County-level Summary Data for KS, 2007",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2007"
149,Pottawatomie County,205,11.599999666214%,5,2.4390243902439%,1,7311,2411,18.0000007152557%,1771
151,Pratt County,163,23.8000005483627%,2,1.22699386503067%,1,4633,2322,15.9999996423721%,686
153,Rawlins County,n,,n,#VALUE!,n,1565,920,15.9999996423721%,100
155,Reno County,742,15.3999999165535%,7,0.943396226415094%,1,27625,11025,18.0000007152557%,4807
157,Republic County,29,11.2999998033047%,2,6.89655172413793%,1,3113,1907,7.99999982118607%,257
159,Rice County,73,9.89999994635582%,0,0%,0,4609,2523,27.0000010728836%,734
161,Riley County,324,6.1999998986721%,3,0.925925925925926%,0,23397,3991,15.0000005960464%,5227
163,Rooks County,51,16.3000002503395%,3,5.88235294117647%,0,2758,1344,7.00000002980232%,313
165,Rush County,35,17.399999499321%,2,5.71428571428571%,0,1928,1123,9.00000035762787%,201
167,Russell County,47,10.5999998748302%,0,0%,1,3871,2014,20.9999993443489%,444
169,Saline County,786,17.2000005841255%,5,0.636132315521628%,3,22695,7223,11.9999997317791%,4577
171,Scott County,19,5.40000014007092%,0,0%,0,2291,674,7.00000002980232%,354
173,Sedgwick County,2909,6.40000030398369%,24,0.825025782055689%,9,191133,40089,14.0000000596046%,45349
175,Seward County,163,5.49999997019768%,3,1.84049079754601%,1,8027,1338,28.999999165535%,2945
177,Shawnee County,2020,13.6999994516373%,32,1.58415841584158%,17,73768,17366,15.9999996423721%,14787
179,Sheridan County,10,6.3000001013279%,0,0%,0,1263,611,30.0000011920929%,159
181,Sherman County,53,13.8999998569489%,1,1.88679245283019%,0,3184,1207,25%,381
183,Smith County,46,25.4000008106232%,0,0%,0,2326,1312,14.0000000596046%,181
185,Stafford County,19,7.10000023245811%,1,5.26315789473684%,0,2458,1454,21.9999998807907%,268
187,Stanton County,16,8.39999988675118%,0,0%,0,1007,263,20.9999993443489%,190
189,Stevens County,57,11.2999998033047%,0,0%,0,2265,674,18.9999997615814%,504
191,Sumner County,104,5.90000003576279%,3,2.88461538461538%,1,10877,4450,15.0000005960464%,1767
193,Thomas County,20,3.90000008046627%,0,0%,0,3562,1065,10.0000001490116%,518
195,Trego County,32,17.5999999046326%,0,0%,0,1723,726,7.99999982118607%,182
197,Wabaunsee County,27,5.29999993741512%,0,0%,0,3033,1409,12.9999995231628%,509
199,Wallace County,6,6.8000003695488%,0,0%,0,791,348,25.9999990463257%,88
201,Washington County,45,12.7000004053116%,1,2.22222222222222%,2,3142,1940,12.9999995231628%,355
203,Wichita County,54,30.0000011920929%,0,0%,0,1119,383,28.0000001192093%,180
205,Wilson County,92,13.1999999284744%,2,2.17391304347826%,0,4937,2326,15.0000005960464%,696
207,Woodson County,26,13.3000001311302%,3,11.5384615384615%,0,2076,1050,21.9999998807907%,195
209,Wyandotte County,2822,17.5999999046326%,31,1.09851169383416%,6,65892,20636,25.9999990463257%,16012
999,Unknown,n,,n,#VALUE!,n,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2003-2007",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
,,,,,,,,,,
,Kansas 2007 Confirmed Cases,,246,,,,,,,
