"CBLS County-level Summary Data for KS, 2006",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Screening Rate (# tested / population),Total # of Confirmed Cases,Case Rate (# Confirmed / #Tested),# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2006"
051,Ellis County,306,15.1999995112419%,0,0%,0,12078,2693,10.0000001490116%,2017
053,Ellsworth County,80,28.7999987602234%,1,1.25%,0,3228,1672,7.99999982118607%,278
055,Finney County,491,10.4999996721745%,2,0.407331975560081%,0,13763,2237,23.0000004172325%,4683
057,Ford County,574,15.0000005960464%,2,0.348432055749129%,0,11650,2960,15.9999996423721%,3834
059,Franklin County,162,7.40000009536743%,3,1.85185185185185%,1,10229,3756,11.9999997317791%,2178
061,Geary County,76,2.60000005364418%,1,1.31578947368421%,0,11959,2801,20.0000002980232%,2910
063,Gove County,24,14.4999995827675%,1,4.16666666666667%,0,1423,614,15.0000005960464%,165
065,Graham County,18,12.9999995231628%,0,0%,0,1553,701,23.0000004172325%,138
067,Grant County,56,7.10000023245811%,0,0%,0,3027,436,14.0000000596046%,789
069,Gray County,57,10.1000003516674%,0,0%,0,2181,733,20.9999993443489%,564
071,Greeley County,5,4.30000014603138%,0,0%,0,712,277,17.0000001788139%,116
073,Greenwood County,96,21.0999995470047%,3,3.125%,1,4273,2029,25.9999990463257%,456
075,Hamilton County,,,,,,1211,430,23.0000004172325%,236
077,Harper County,9,2.40000002086163%,0,0%,0,3270,1807,20.9999993443489%,371
079,Harvey County,164,6.59999996423721%,3,1.82926829268293%,0,13378,4249,7.99999982118607%,2477
081,Haskell County,23,4.89999987185001%,0,0%,0,1639,421,17.0000001788139%,471
083,Hodgeman County,37,28.4999996423721%,0,0%,0,945,482,17.0000001788139%,130
085,Jackson County,162,14.8000001907349%,3,1.85185185185185%,2,5094,1918,12.9999995231628%,1094
087,Jefferson County,99,7.99999982118607%,1,1.01010101010101%,0,7491,2069,10.9999999403954%,1238
089,Jewell County,19,13.6999994516373%,0,0%,0,2103,1407,15.0000005960464%,139
091,Johnson County,1921,4.30000014603138%,7,0.364393545028631%,1,181612,14110,2.99999993294477%,44717
093,Kearny County,18,4.19999994337559%,0,0%,0,1657,424,20.9999993443489%,430
095,Kingman County,19,3.99999991059303%,1,5.26315789473684%,0,3852,1958,15.0000005960464%,481
097,Kiowa County,40,18.6000004410744%,3,7.5%,0,1643,802,17.0000001788139%,215
099,Labette County,94,5.90000003576279%,3,3.19148936170213%,0,10306,5261,20.9999993443489%,1599
101,Lane County,,,,,,1065,478,14.0000000596046%,91
103,Leavenworth County,421,7.50000029802322%,7,1.66270783847981%,2,24401,6285,9.00000035762787%,5630
105,Lincoln County,64,29.1999995708466%,1,1.5625%,1,1853,1202,17.0000001788139%,219
107,Linn County,12,1.7000000923872%,0,0%,0,4720,1625,14.0000000596046%,701
109,Logan County,10,5.70000000298023%,0,0%,0,1423,594,9.00000035762787%,174
111,Lyon County,316,10.4999996721745%,5,1.58227848101266%,2,14757,5060,21.9999998807907%,3022
113,McPherson County,219,10.4999996721745%,1,0.45662100456621%,1,11830,4364,9.00000035762787%,2091
115,Marion County,59,7.40000009536743%,1,1.69491525423729%,0,5882,2844,10.0000001490116%,796
117,Marshall County,137,19.4000005722046%,0,0%,0,4999,2929,12.9999995231628%,708
119,Meade County,81,21.9999998807907%,0,0%,0,1968,902,15.0000005960464%,368
121,Miami County,55,2.30000000447035%,1,1.81818181818182%,0,10984,3122,3.99999991059303%,2443
123,Mitchell County,69,18.1999996304512%,0,0%,0,3340,1829,14.0000000596046%,380
125,Montgomery County,184,6.70000016689301%,9,4.89130434782609%,2,17207,8729,23.0000004172325%,2755
127,Morris County,13,3.59999984502792%,0,0%,0,3160,1585,10.0000001490116%,364
129,Morton County,7,2.30000000447035%,0,0%,0,1519,466,20.0000002980232%,298
131,Nemaha County,73,9.0999998152256%,4,5.47945205479452%,1,4340,2303,7.99999982118607%,804
133,Neosho County,341,27.5000005960464%,9,2.63929618768328%,0,7461,3563,25%,1238
135,Ness County,15,8.60000029206276%,1,6.66666666666667%,0,1835,908,10.0000001490116%,175
137,Norton County,45,14.300000667572%,0,0%,0,2673,1429,11.9999997317791%,315
139,Osage County,69,6.1999998986721%,0,0%,0,7018,2390,10.0000001490116%,1121
141,Osborne County,9,4.50000017881393%,0,0%,0,2419,1476,20.9999993443489%,201
143,Ottawa County,59,13.8999998569489%,5,8.47457627118644%,1,2755,1363,10.0000001490116%,424
145,Pawnee County,21,5.49999997019768%,2,9.52380952380952%,0,3114,1511,11.9999997317791%,385
147,Phillips County,22,6.49999976158142%,0,0%,0,3088,1593,10.9999999403954%,341
149,Pottawatomie County,128,7.59999975562096%,1,0.78125%,1,7311,2411,18.0000007152557%,1690
151,Pratt County,126,19.0999999642372%,4,3.17460317460317%,1,4633,2322,15.9999996423721%,660
153,Rawlins County,,,,,,1565,920,15.9999996423721%,111
155,Reno County,711,14.4999995827675%,6,0.843881856540084%,0,27625,11025,18.0000007152557%,4896
157,Republic County,17,6.40000030398369%,1,5.88235294117647%,1,3113,1907,7.99999982118607%,265
159,Rice County,51,6.59999996423721%,0,0%,0,4609,2523,27.0000010728836%,768
161,Riley County,63,1.30000002682209%,0,0%,0,23397,3991,15.0000005960464%,4773
163,Rooks County,50,14.2000004649162%,2,4%,0,2758,1344,7.00000002980232%,351
165,Rush County,50,23.6000001430511%,1,2%,0,1928,1123,9.00000035762787%,212
167,Russell County,38,9.0999998152256%,1,2.63157894736842%,1,3871,2014,20.9999993443489%,417
169,Saline County,1040,23.2999995350838%,8,0.769230769230769%,3,22695,7223,11.9999997317791%,4457
171,Scott County,32,8.50000008940697%,0,0%,0,2291,674,7.00000002980232%,375
173,Sedgwick County,2635,5.90000003576279%,38,1.44212523719165%,8,191133,40089,14.0000000596046%,44402
175,Seward County,62,1.99999995529652%,1,1.61290322580645%,0,8027,1338,28.999999165535%,3028
177,Shawnee County,2328,16.0999998450279%,30,1.28865979381443%,15,73768,17366,15.9999996423721%,14417
179,Sheridan County,6,3.29999998211861%,0,0%,0,1263,611,30.0000011920929%,180
181,Sherman County,23,5.49999997019768%,0,0%,0,3184,1207,25%,420
183,Smith County,50,26.4999985694885%,0,0%,0,2326,1312,14.0000000596046%,189
185,Stafford County,20,7.19999969005585%,0,0%,0,2458,1454,21.9999998807907%,276
187,Stanton County,23,10.4999996721745%,0,0%,0,1007,263,20.9999993443489%,220
189,Stevens County,50,9.79999974370003%,0,0%,0,2265,674,18.9999997615814%,509
191,Sumner County,80,4.50000017881393%,2,2.5%,1,10877,4450,15.0000005960464%,1788
193,Thomas County,9,1.60000007599592%,0,0%,0,3562,1065,10.0000001490116%,578
195,Trego County,34,18.1999996304512%,0,0%,0,1723,726,7.99999982118607%,187
197,Wabaunsee County,24,4.89999987185001%,0,0%,0,3033,1409,12.9999995231628%,488
199,Wallace County,5,5.09999990463257%,0,0%,0,791,348,25.9999990463257%,99
201,Washington County,36,9.49999988079071%,2,5.55555555555556%,2,3142,1940,12.9999995231628%,379
203,Wichita County,52,22.9000002145767%,0,0%,0,1119,383,28.0000001192093%,227
205,Wilson County,77,11.1000001430511%,3,3.8961038961039%,1,4937,2326,15.0000005960464%,692
207,Woodson County,20,10.0000001490116%,1,5%,0,2076,1050,21.9999998807907%,201
209,Wyandotte County,2565,15.8999994397163%,34,1.32553606237817%,11,65892,20636,25.9999990463257%,16126
999,Unknown,,,,,,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2002-2006",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
Kansas Total Confirmed Cases 2006,,267,,,,,,,,
