"CBLS County-level Summary Data for KS, 2008",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2008"
063,Gove County,22,13.7999996542931%,0,0%,0,1423,614,15.0000005960464%,160
065,Graham County,19,13.6999994516373%,2,10.5263157894737%,0,1553,701,23.0000004172325%,139
067,Grant County,59,7.99999982118607%,0,0%,0,3027,436,14.0000000596046%,735
069,Gray County,30,5.60000017285347%,0,0%,0,2181,733,20.9999993443489%,531
071,Greeley County,13,18.299999833107%,0,0%,0,712,277,17.0000001788139%,71
073,Greenwood County,118,26.6000002622604%,7,5.93220338983051%,1,4273,2029,25.9999990463257%,443
075,Hamilton County,6,2.60000005364418%,0,0%,0,1211,430,23.0000004172325%,232
077,Harper County,14,3.4000001847744%,0,0%,0,3270,1807,20.9999993443489%,410
079,Harvey County,194,7.50000029802322%,3,1.54639175257732%,0,13378,4249,7.99999982118607%,2580
081,Haskell County,23,6.3000001013279%,0,0%,0,1639,421,17.0000001788139%,366
083,Hodgeman County,45,39.1000002622604%,0,0%,0,945,482,17.0000001788139%,115
085,Jackson County,177,16.5000006556511%,2,1.12994350282486%,1,5094,1918,12.9999995231628%,1073
087,Jefferson County,88,7.00000002980232%,0,0%,0,7491,2069,10.9999999403954%,1261
089,Jewell County,n,,n,#VALUE!,n,2103,1407,15.0000005960464%,132
091,Johnson County,3109,6.49999976158142%,4,0.128658732711483%,1,181612,14110,2.99999993294477%,47488
093,Kearny County,15,4.30000014603138%,0,0%,0,1657,424,20.9999993443489%,350
095,Kingman County,23,4.89999987185001%,0,0%,0,3852,1958,15.0000005960464%,468
097,Kiowa County,17,12.7000004053116%,0,0%,0,1643,802,17.0000001788139%,134
099,Labette County,61,3.59999984502792%,4,6.55737704918033%,0,10306,5261,20.9999993443489%,1691
101,Lane County,n,,n,#VALUE!,n,1065,478,14.0000000596046%,104
103,Leavenworth County,415,7.19999969005585%,5,1.20481927710843%,1,24401,6285,9.00000035762787%,5797
105,Lincoln County,56,27.2000014781952%,1,1.78571428571429%,0,1853,1202,17.0000001788139%,206
107,Linn County,42,6.3000001013279%,0,0%,0,4720,1625,14.0000000596046%,672
109,Logan County,29,18.0000007152557%,0,0%,0,1423,594,9.00000035762787%,161
111,Lyon County,425,14.0000000596046%,6,1.41176470588235%,1,14757,5060,21.9999998807907%,3036
113,McPherson County,198,9.6000000834465%,2,1.01010101010101%,1,11830,4364,9.00000035762787%,2052
115,Marion County,48,6.70000016689301%,0,0%,0,5882,2844,10.0000001490116%,714
117,Marshall County,216,29.3000012636185%,2,0.925925925925926%,0,4999,2929,12.9999995231628%,738
119,Meade County,69,20.7000002264976%,2,2.89855072463768%,0,1968,902,15.0000005960464%,333
121,Miami County,165,6.49999976158142%,2,1.21212121212121%,0,10984,3122,3.99999991059303%,2551
123,Mitchell County,55,14.6999999880791%,0,0%,0,3340,1829,14.0000000596046%,375
125,Montgomery County,163,5.79999983310699%,4,2.45398773006135%,0,17207,8729,23.0000004172325%,2820
127,Morris County,19,5.20000010728836%,0,0%,0,3160,1585,10.0000001490116%,366
129,Morton County,7,2.60000005364418%,0,0%,0,1519,466,20.0000002980232%,268
131,Nemaha County,110,14.2000004649162%,2,1.81818181818182%,2,4340,2303,7.99999982118607%,772
133,Neosho County,248,19.200000166893%,4,1.61290322580645%,2,7461,3563,25%,1290
135,Ness County,17,11.2000003457069%,0,0%,0,1835,908,10.0000001490116%,152
137,Norton County,42,14.300000667572%,0,0%,0,2673,1429,11.9999997317791%,293
139,Osage County,90,8.20000022649765%,0,0%,0,7018,2390,10.0000001490116%,1098
141,Osborne County,7,3.29999998211861%,0,0%,0,2419,1476,20.9999993443489%,209
143,Ottawa County,46,10.9999999403954%,2,4.34782608695652%,0,2755,1363,10.0000001490116%,417
145,Pawnee County,33,8.50000008940697%,0,0%,0,3114,1511,11.9999997317791%,388
147,Phillips County,34,10.3000000119209%,2,5.88235294117647%,0,3088,1593,10.9999999403954%,329
149,Pottawatomie County,162,8.39999988675118%,2,1.23456790123457%,2,7311,2411,18.0000007152557%,1919
151,Pratt County,141,20.100000500679%,4,2.83687943262411%,1,4633,2322,15.9999996423721%,701
153,Rawlins County,20,18.299999833107%,0,0%,0,1565,920,15.9999996423721%,109
155,Reno County,595,12.0999999344349%,9,1.51260504201681%,1,27625,11025,18.0000007152557%,4934
157,Republic County,24,9.39999967813492%,0,0%,1,3113,1907,7.99999982118607%,255
159,Rice County,60,7.99999982118607%,0,0%,0,4609,2523,27.0000010728836%,746
161,Riley County,248,4.30000014603138%,3,1.20967741935484%,0,23397,3991,15.0000005960464%,5787
163,Rooks County,54,15.6000003218651%,3,5.55555555555556%,1,2758,1344,7.00000002980232%,347
165,Rush County,38,17.9000005125999%,2,5.26315789473684%,0,1928,1123,9.00000035762787%,212
167,Russell County,59,13.0999997258186%,0,0%,0,3871,2014,20.9999993443489%,452
169,Saline County,579,12.5%,3,0.518134715025907%,2,22695,7223,11.9999997317791%,4624
171,Scott County,45,12.0999999344349%,0,0%,0,2291,674,7.00000002980232%,373
173,Sedgwick County,2539,5.40000014007092%,18,0.708940527766837%,8,191133,40089,14.0000000596046%,47200
175,Seward County,290,9.79999974370003%,5,1.72413793103448%,1,8027,1338,28.999999165535%,2973
177,Shawnee County,1042,6.89999982714653%,16,1.53550863723608%,16,73768,17366,15.9999996423721%,15147
179,Sheridan County,23,14.5999997854233%,0,0%,0,1263,611,30.0000011920929%,158
181,Sherman County,78,17.8000003099442%,1,1.28205128205128%,0,3184,1207,25%,437
183,Smith County,48,25.2999991178513%,0,0%,0,2326,1312,14.0000000596046%,190
185,Stafford County,35,12.6000002026558%,1,2.85714285714286%,0,2458,1454,21.9999998807907%,278
187,Stanton County,5,2.70000007003546%,0,0%,0,1007,263,20.9999993443489%,188
189,Stevens County,43,8.39999988675118%,0,0%,0,2265,674,18.9999997615814%,510
191,Sumner County,81,4.6000000089407%,1,1.23456790123457%,1,10877,4450,15.0000005960464%,1764
193,Thomas County,77,13.7999996542931%,0,0%,0,3562,1065,10.0000001490116%,557
195,Trego County,56,29.4999986886978%,3,5.35714285714286%,0,1723,726,7.99999982118607%,190
197,Wabaunsee County,35,6.70000016689301%,0,0%,0,3033,1409,12.9999995231628%,526
199,Wallace County,19,26.800000667572%,0,0%,0,791,348,25.9999990463257%,71
201,Washington County,82,22.4999994039536%,1,1.21951219512195%,2,3142,1940,12.9999995231628%,364
203,Wichita County,39,21.8999996781349%,0,0%,0,1119,383,28.0000001192093%,178
205,Wilson County,72,9.79999974370003%,3,4.16666666666667%,0,4937,2326,15.0000005960464%,732
207,Woodson County,19,9.6000000834465%,1,5.26315789473684%,0,2076,1050,21.9999998807907%,197
209,Wyandotte County,2885,17.7000001072884%,24,0.831889081455806%,4,65892,20636,25.9999990463257%,16302
999,Unknown,n,,n,#VALUE!,n,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2004-2008",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
,,,,,,,,,,
,Kansas 2008 Confirmed Cases,,215,,,,,,,
