"CBLS County-level Summary Data for KS, 2012",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Total # Children Tested 5-9 µg/dL,Total Confirmed BLL ?10 µg/dL,,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,
121,Miami County,94,3,0,0%,0,10984,3122,3.99999991059303%
123,Mitchell County,83,8,1,1.20000001043081%,0,3340,1829,14.0000000596046%
125,Montgomery Coun,290,35,6,2.09999997168779%,0,17207,8729,23.0000004172325%
127,Morris County,14,.,0,0%,0,3160,1585,10.0000001490116%
129,Morton County,11,.,0,0%,0,1519,466,20.0000002980232%
131,Nemaha County,110,15,0,0%,0,4340,2303,7.99999982118607%
133,Neosho County,346,36,1,0.300000002607703%,1,7461,3563,25%
135,Ness County,11,1,0,0%,0,1835,908,10.0000001490116%
137,Norton County,25,3,0,0%,0,2673,1429,11.9999997317791%
139,Osage County,77,4,2,2.60000005364418%,1,7018,2390,10.0000001490116%
141,Osborne County,21,.,0,0%,0,2419,1476,20.9999993443489%
143,Ottawa County,56,3,1,1.79999992251396%,0,2755,1363,10.0000001490116%
145,Pawnee County,100,14,3,2.99999993294477%,0,3114,1511,11.9999997317791%
147,Phillips County,19,1,0,0%,0,3088,1593,10.9999999403954%
149,Pottawatomie Co,136,3,1,0.700000021606684%,1,7311,2411,18.0000007152557%
151,Pratt County,140,23,4,2.8999999165535%,1,4633,2322,15.9999996423721%
153,Rawlins County,19,.,0,0%,0,1565,920,15.9999996423721%
155,Reno County,547,36,2,0.400000018998981%,0,27625,11025,18.0000007152557%
157,Republic County,23,2,1,4.30000014603138%,0,3113,1907,7.99999982118607%
159,Rice County,65,2,0,0%,0,4609,2523,27.0000010728836%
161,Riley County,369,14,3,0.800000037997961%,0,23397,3991,15.0000005960464%
163,Rooks County,92,16,6,6.49999976158142%,1,2758,1344,7.00000002980232%
165,Rush County,18,1,0,0%,0,1928,1123,9.00000035762787%
167,Russell County,62,8,2,3.20000015199184%,1,3871,2014,20.9999993443489%
169,Saline County,687,33,3,0.400000018998981%,1,22695,7223,11.9999997317791%
171,Scott County,78,8,0,0%,0,2291,674,7.00000002980232%
173,Sedgwick County,3316,121,17,0.499999988824129%,3,191133,40089,14.0000000596046%
175,Seward County,259,12,0,0%,1,8027,1338,28.999999165535%
177,Shawnee County,1132,47,9,0.800000037997961%,4,73768,17366,15.9999996423721%
179,Sheridan County,19,2,0,0%,0,1263,611,30.0000011920929%
181,Sherman County,81,4,0,0%,0,3184,1207,25%
183,Smith County,27,2,0,0%,0,2326,1312,14.0000000596046%
185,Stafford County,29,5,1,3.4000001847744%,0,2458,1454,21.9999998807907%
187,Stanton County,n,n,n,n,n,1007,263,20.9999993443489%
189,Stevens County,30,3,0,0%,0,2265,674,18.9999997615814%
191,Sumner County,119,8,1,0.800000037997961%,2,10877,4450,15.0000005960464%
193,Thomas County,69,2,0,0%,0,3562,1065,10.0000001490116%
195,Trego County,33,5,1,2.99999993294477%,0,1723,726,7.99999982118607%
197,Wabaunsee Count,29,2,0,0%,0,3033,1409,12.9999995231628%
199,Wallace County,17,2,0,0%,0,791,348,25.9999990463257%
201,Washington Coun,63,3,2,3.20000015199184%,0,3142,1940,12.9999995231628%
203,Wichita County,52,1,0,0%,0,1119,383,28.0000001192093%
205,Wilson County,61,2,0,0%,0,4937,2326,15.0000005960464%
207,Woodson County,32,6,0,0%,0,2076,1050,21.9999998807907%
209,Wyandotte Count,2901,115,17,0.600000005215406%,4,65892,20636,25.9999990463257%
*# of Addresses where address state not in selected state: 2,# of Addresses where program state is not in selected state: 0,,,,,,,,
,,,,,,,,,
"* Based on most recent five years of data, 2008-2012",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
