"CBLS County-level Summary Data for LA, 2005",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Screening Rate (# tested / population),Total # of Confirmed Cases,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2005"
105,Tangipahoa Parish,181,2.06975414522584%,0,0,40794,4533,30.0000011920929%,8745
107,Tensas Parish,16,3.03605313092979%,0,1,3359,611,41.9999986886978%,527
109,Terrebonne Parish,43,0.447870013540256%,0,1,39928,4421,25.9999990463257%,9601
111,Union Parish,12,0.625978090766823%,1,1,10873,1355,27.0000010728836%,1917
113,Vermilion Parish,22,0.470991222436309%,0,0,22461,4342,30.0000011920929%,4671
115,Vernon Parish,35,0.597065847833504%,0,0,21030,1683,20.0000002980232%,5862
117,Washington Parish,76,2.07028057749932%,0,0,19106,3516,37.9999995231628%,3671
119,Webster Parish,34,1.08452950558214%,0,1,18991,3014,30.0000011920929%,3135
121,West Baton Rouge Parish,6,0.32520325203252%,0,0,8370,1132,21.9999998807907%,1845
123,West Carroll Parish,16,1.78372352285396%,0,0,4980,626,28.0000001192093%,897
125,West Feliciana Parish,28,3.38983050847458%,0,0,4485,450,25.9999990463257%,826
127,Winn Parish,52,3.93343419062027%,0,0,7502,1229,31.0000002384186%,1322
"* Based on most recent five years of data, 2001-2005",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
Louisiana Total Confirmed Cases 2005,,194,,,,,,,
