"CBLS County-level Summary Data for CA, 2007",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2007"
041,Marin County,936,5.79999983310699%,1,0.106837606837607%,0,104990,21163,7.00000002980232%,16174
043,Mariposa County,39,4.30000014603138%,0,0%,0,8826,1090,12.9999995231628%,901
045,Mendocino County,63,0.999999977648258%,0,0%,0,36937,6952,25%,6291
047,Merced County,1741,6.70000016689301%,29,1.66570936243538%,4,68373,9208,28.999999165535%,25968
049,Modoc County,70,13.7999996542931%,0,0%,0,4807,1503,31.0000002384186%,508
051,Mono County,10,1.20000001043081%,0,0%,0,11757,613,10.9999999403954%,864
053,Monterey County,4126,10.1999998092651%,53,1.28453708191953%,15,131708,20478,18.0000007152557%,40551
055,Napa County,673,6.8000003695488%,5,0.742942050520059%,0,48554,9006,11.9999997317791%,9840
057,Nevada County,230,4.50000017881393%,0,0%,0,44282,4875,9.00000035762787%,5062
059,Orange County,29605,11.6999998688698%,94,0.317513933457186%,21,969484,53768,14.0000000596046%,253416
061,Placer County,604,2.60000005364418%,3,0.496688741721854%,0,107302,8875,5.99999986588955%,23669
063,Plumas County,112,10.5999998748302%,0,0%,0,13386,2180,20.0000002980232%,1052
065,Riverside County,26098,13.400000333786%,64,0.24522951950341%,7,584674,31225,20.0000002980232%,194427
067,Sacramento County,5910,4.89999987185001%,70,1.1844331641286%,12,474814,53989,20.9999993443489%,121732
069,San Benito County,288,5.70000000298023%,2,0.694444444444444%,0,16499,2359,10.0000001490116%,5047
071,San Bernardino County,26561,13.6000007390976%,99,0.372726930461955%,13,601369,53313,23.0000004172325%,194587
073,San Diego County,23619,9.00000035762787%,119,0.503831660950929%,28,1040149,104680,17.0000001788139%,261018
075,San Francisco County,4544,9.39999967813492%,36,0.792253521126761%,9,346527,218700,12.9999995231628%,48330
077,San Joaquin County,7950,12.2000001370907%,61,0.767295597484277%,8,189160,30144,25%,65416
079,San Luis Obispo County,576,3.59999984502792%,10,1.73611111111111%,0,102275,10767,12.9999995231628%,15813
081,San Mateo County,4003,7.10000023245811%,20,0.499625281039221%,4,260576,57180,5.99999986588955%,56749
083,Santa Barbara County,2229,6.59999996423721%,19,0.852400179452669%,6,142901,20344,18.0000007152557%,33762
085,Santa Clara County,14111,9.20000001788139%,55,0.389766848557863%,13,579329,60548,7.99999982118607%,153483
087,Santa Cruz County,702,3.70000004768372%,13,1.85185185185185%,3,98873,21220,14.0000000596046%,19109
089,Shasta County,189,1.49999996647239%,2,1.05820105820106%,0,68810,5933,23.9999994635582%,12550
091,Sierra County,10,6.59999996423721%,0,0%,0,2202,785,12.9999995231628%,151
093,Siskiyou County,10,0.400000018998981%,1,10%,0,21947,5814,31.0000002384186%,2801
095,Solano County,2936,8.79999995231628%,27,0.919618528610354%,6,134513,15489,10.9999999403954%,33214
097,Sonoma County,2001,5.90000003576279%,19,0.949525237381309%,3,183153,27376,10.0000001490116%,33688
099,Stanislaus County,2161,4.39999997615814%,22,1.0180472003702%,5,150807,20527,21.9999998807907%,48752
101,Sutter County,658,7.69999995827675%,6,0.911854103343465%,1,28319,3852,23.0000004172325%,8560
103,Tehama County,405,8.50000008940697%,0,0%,1,23547,3425,30.0000011920929%,4745
105,Trinity County,6,0.899999961256981%,0,0%,0,7980,981,31.9999992847443%,672
107,Tulare County,4189,8.90000015497208%,46,1.09811410837909%,7,119639,15352,34.9999994039536%,47215
109,Tuolumne County,35,1.20000001043081%,0,0%,1,28336,2956,20.9999993443489%,2837
111,Ventura County,8948,12.9999995231628%,42,0.469378632096558%,9,251712,18864,12.9999995231628%,68856
113,Yolo County,557,3.70000004768372%,9,1.61579892280072%,0,61587,7075,17.0000001788139%,14900
115,Yuba County,661,8.60000029206276%,5,0.75642965204236%,0,22636,3299,28.999999165535%,7651
121,Unknown,n,,n,#VALUE!,n,,,,
223,Unknown,n,,n,#VALUE!,n,,,,
999,Unknown,109,,0,0%,0,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2003-2007",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
,,,,,,,,,,
,California 2007 Confirmed Cases,,1900,,,,,,,
