"CBLS County-level Summary Data for IA, 2006",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Screening Rate (# tested / population),Total # of Confirmed Cases,Case Rate (# Confirmed / #Tested),# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2006"
075,Grundy County,174,24.1999998688698%,2,1.14942528735632%,0,5304,2585,3.99999991059303%,719
077,Guthrie County,162,20.9999993443489%,3,1.85185185185185%,1,5467,2588,7.00000002980232%,772
079,Hamilton County,270,23.3999997377396%,8,2.96296296296296%,2,7082,3493,7.99999982118607%,1153
081,Hancock County,239,33.3000004291534%,3,1.25523012552301%,0,5164,2451,7.00000002980232%,718
083,Hardin County,558,45.3999996185303%,11,1.97132616487455%,7,8318,4385,10.9999999403954%,1228
085,Harrison County,117,11.8000000715256%,2,1.70940170940171%,0,6602,3639,10.9999999403954%,991
087,Henry County,446,31.0000002384186%,15,3.36322869955157%,3,8246,3213,11.9999997317791%,1437
089,Howard County,157,22.4999994039536%,4,2.54777070063694%,1,4327,2342,10.0000001490116%,699
091,Humboldt County,205,27.3000001907349%,1,0.487804878048781%,2,4645,2198,21.9999998807907%,750
093,Ida County,141,28.9000004529953%,2,1.41843971631206%,1,3506,1987,9.00000035762787%,488
095,Iowa County,208,18.1999996304512%,7,3.36538461538462%,2,6545,3274,5.00000007450581%,1146
097,Jackson County,343,27.0999997854233%,8,2.33236151603499%,4,8949,3719,17.0000001788139%,1266
099,Jasper County,572,21.7999994754791%,7,1.22377622377622%,1,15659,6195,9.00000035762787%,2625
101,Jefferson County,190,20.3999996185303%,4,2.10526315789474%,0,7241,3023,18.9999997615814%,931
103,Johnson County,1453,16.4000004529953%,4,0.275292498279422%,0,45831,8227,10.0000001490116%,8849
105,Jones County,385,29.6999990940094%,3,0.779220779220779%,2,8126,3601,9.00000035762787%,1297
107,Keokuk County,150,18.5000002384186%,3,2%,0,5013,2891,14.0000000596046%,812
109,Kossuth County,187,18.4000000357628%,0,0%,0,7605,3799,14.0000000596046%,1015
111,Lee County,518,21.1999997496605%,15,2.8957528957529%,8,16612,7955,14.0000000596046%,2439
113,Linn County,3894,23.4999999403954%,65,1.66923472008218%,22,80551,21067,9.00000035762787%,16536
115,Louisa County,191,19.5999994874001%,2,1.04712041884817%,0,5133,2290,12.9999995231628%,976
117,Lucas County,182,30.0999999046326%,1,0.549450549450549%,1,4239,2180,18.0000007152557%,605
119,Lyon County,161,17.399999499321%,1,0.62111801242236%,0,4758,2467,5.99999986588955%,927
121,Madison County,141,11.599999666214%,0,0%,0,5661,2733,7.00000002980232%,1215
123,Mahaska County,516,31.2999993562698%,7,1.35658914728682%,2,9551,4480,14.0000000596046%,1649
125,Marion County,437,18.0000007152557%,4,0.91533180778032%,0,12755,4340,10.0000001490116%,2426
127,Marshall County,1805,51.0999977588654%,28,1.55124653739612%,14,16324,7120,15.9999996423721%,3529
129,Mills County,195,17.2000005841255%,2,1.02564102564103%,1,5671,2153,10.9999999403954%,1131
131,Mitchell County,113,15.3999999165535%,2,1.76991150442478%,0,4594,2499,18.9999997615814%,736
133,Monona County,110,18.0000007152557%,4,3.63636363636364%,1,4660,2573,11.9999997317791%,612
135,Monroe County,137,26.6999989748001%,0,0%,1,3588,1841,10.9999999403954%,513
137,Montgomery County,173,21.9999998807907%,7,4.04624277456647%,1,5399,3119,15.9999996423721%,788
139,Muscatine County,742,20.2999994158745%,15,2.02156334231806%,9,16786,7062,14.0000000596046%,3657
141,O'Brien County,176,17.5999999046326%,3,1.70454545454545%,1,6509,3225,10.9999999403954%,1002
143,Osceola County,55,11.6999998688698%,1,1.81818181818182%,1,3012,1669,7.99999982118607%,470
145,Page County,251,24.7999995946884%,10,3.98406374501992%,3,7302,3986,23.9999994635582%,1012
147,Palo Alto County,117,18.5000002384186%,3,2.56410256410256%,0,4631,2240,15.0000005960464%,632
149,Plymouth County,344,17.9000005125999%,0,0%,0,9880,4212,9.00000035762787%,1917
151,Pocahontas County,60,13.6999994516373%,0,0%,0,3988,2309,12.9999995231628%,439
153,Polk County,6041,15.8999994397163%,48,0.794570435358384%,28,156447,42467,10.9999999403954%,37880
155,Pottawattamie County,687,9.30000022053719%,9,1.31004366812227%,5,35761,13655,14.0000000596046%,7386
157,Poweshiek County,292,25.6000012159348%,3,1.02739726027397%,1,8556,3487,11.9999997317791%,1140
159,Ringgold County,64,17.0000001788139%,1,1.5625%,0,2789,1413,25.9999990463257%,376
161,Sac County,212,31.0000002384186%,6,2.83018867924528%,2,5460,3013,20.9999993443489%,684
163,Scott County,3150,22.8000000119209%,66,2.0952380952381%,16,65649,20065,18.0000007152557%,13823
165,Shelby County,122,15.8999994397163%,3,2.45901639344262%,0,5459,2810,7.99999982118607%,767
167,Sioux County,585,21.0999995470047%,6,1.02564102564103%,1,11260,4468,9.00000035762787%,2772
169,Story County,1511,28.7999987602234%,3,0.198544010589014%,2,30630,7389,10.0000001490116%,5245
171,Tama County,466,33.3999991416931%,6,1.28755364806867%,1,7583,4164,18.0000007152557%,1396
173,Taylor County,148,34.9999994039536%,3,2.02702702702703%,1,3199,1918,15.9999996423721%,423
175,Union County,198,23.1000006198883%,16,8.08080808080808%,3,5657,2946,17.0000001788139%,858
177,Van Buren County,104,19.4999992847443%,3,2.88461538461538%,0,3581,1840,18.9999997615814%,533
179,Wapello County,1042,37.0000004768372%,28,2.68714011516315%,5,15873,7901,20.0000002980232%,2814
181,Warren County,435,14.0000000596046%,5,1.14942528735632%,0,15289,3347,9.00000035762787%,3112
183,Washington County,348,19.5999994874001%,8,2.29885057471264%,2,8543,4212,12.9999995231628%,1778
185,Wayne County,152,32.1999996900558%,3,1.97368421052632%,1,3357,1777,21.9999998807907%,472
187,Webster County,916,31.9000005722046%,17,1.85589519650655%,2,16969,8097,15.0000005960464%,2873
189,Winnebago County,199,30.0999999046326%,5,2.51256281407035%,0,5065,2243,10.0000001490116%,662
191,Winneshiek County,265,22.8000000119209%,0,0%,0,8208,4207,7.99999982118607%,1160
193,Woodbury County,2599,26.6999989748001%,41,1.57752981916122%,14,41394,18734,15.0000005960464%,9716
195,Worth County,176,38.2999986410141%,2,1.13636363636364%,1,3534,2043,7.00000002980232%,459
197,Wright County,362,34.9000006914139%,8,2.20994475138122%,2,6559,3274,5.99999986588955%,1036
999,Unknown,,,,,,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2002-2006",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
Iowa Total Confirmed Cases 2006,,846,,,,,,,,
