"CBLS County-level Summary Data for IA, 2007",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2007"
061,Dubuque County,1053,14.4999995827675%,18,1.70940170940171%,17,35505,13795,10.0000001490116%,7251
063,Emmet County,196,24.6999993920326%,3,1.53061224489796%,1,4889,2650,7.99999982118607%,793
065,Fayette County,411,31.2999993562698%,4,0.97323600973236%,2,9505,5150,14.0000000596046%,1314
067,Floyd County,303,25.4000008106232%,6,1.98019801980198%,3,7317,3401,15.0000005960464%,1191
069,Franklin County,312,41.6999995708466%,6,1.92307692307692%,1,4763,2719,7.00000002980232%,749
071,Fremont County,222,42.5999999046326%,4,1.8018018018018%,1,3514,1815,17.0000001788139%,521
073,Greene County,300,48.6999988555908%,5,1.66666666666667%,2,4623,2594,12.9999995231628%,616
075,Grundy County,117,15.7000005245209%,1,0.854700854700855%,0,5304,2585,3.99999991059303%,747
077,Guthrie County,227,29.1000008583069%,3,1.3215859030837%,1,5467,2588,7.00000002980232%,779
079,Hamilton County,324,29.6000003814697%,5,1.54320987654321%,2,7082,3493,7.99999982118607%,1095
081,Hancock County,317,43.2000011205673%,4,1.26182965299685%,1,5164,2451,7.00000002980232%,733
083,Hardin County,620,51.9999980926514%,8,1.29032258064516%,5,8318,4385,10.9999999403954%,1193
085,Harrison County,142,13.7999996542931%,1,0.704225352112676%,0,6602,3639,10.9999999403954%,1028
087,Henry County,447,32.1999996900558%,9,2.01342281879195%,2,8246,3213,11.9999997317791%,1389
089,Howard County,194,28.7999987602234%,1,0.515463917525773%,1,4327,2342,10.0000001490116%,674
091,Humboldt County,209,29.8000007867813%,1,0.478468899521531%,1,4645,2198,21.9999998807907%,701
093,Ida County,103,21.7999994754791%,1,0.970873786407767%,1,3506,1987,9.00000035762787%,473
095,Iowa County,190,16.4000004529953%,3,1.57894736842105%,1,6545,3274,5.00000007450581%,1161
097,Jackson County,269,20.8000004291534%,3,1.11524163568773%,2,8949,3719,17.0000001788139%,1292
099,Jasper County,643,24.8999997973442%,4,0.622083981337481%,1,15659,6195,9.00000035762787%,2581
101,Jefferson County,204,21.8999996781349%,1,0.490196078431373%,0,7241,3023,18.9999997615814%,930
103,Johnson County,1321,14.2000004649162%,3,0.227100681302044%,0,45831,8227,10.0000001490116%,9306
105,Jones County,245,18.4000000357628%,3,1.22448979591837%,2,8126,3601,9.00000035762787%,1333
107,Keokuk County,143,18.5000002384186%,2,1.3986013986014%,0,5013,2891,14.0000000596046%,771
109,Kossuth County,206,21.0999995470047%,1,0.485436893203883%,0,7605,3799,14.0000000596046%,977
111,Lee County,566,23.1000006198883%,18,3.18021201413428%,9,16612,7955,14.0000000596046%,2449
113,Linn County,4767,27.7999997138977%,54,1.13278791692889%,20,80551,21067,9.00000035762787%,17140
115,Louisa County,132,14.5999997854233%,6,4.54545454545455%,0,5133,2290,12.9999995231628%,904
117,Lucas County,152,23.1000006198883%,2,1.31578947368421%,0,4239,2180,18.0000007152557%,658
119,Lyon County,199,21.2999999523163%,0,0%,0,4758,2467,5.99999986588955%,935
121,Madison County,170,13.6000007390976%,3,1.76470588235294%,0,5661,2733,7.00000002980232%,1249
123,Mahaska County,589,34.2999994754791%,10,1.69779286926995%,1,9551,4480,14.0000000596046%,1715
125,Marion County,654,26.4999985694885%,1,0.152905198776758%,0,12755,4340,10.0000001490116%,2470
127,Marshall County,2012,57.2000026702881%,20,0.99403578528827%,15,16324,7120,15.9999996423721%,3520
129,Mills County,212,18.5000002384186%,0,0%,1,5671,2153,10.9999999403954%,1147
131,Mitchell County,84,10.8000002801418%,0,0%,0,4594,2499,18.9999997615814%,776
133,Monona County,154,25.2000004053116%,2,1.2987012987013%,1,4660,2573,11.9999997317791%,612
135,Monroe County,133,26.1999994516373%,0,0%,1,3588,1841,10.9999999403954%,508
137,Montgomery County,147,18.9999997615814%,5,3.40136054421769%,1,5399,3119,15.9999996423721%,773
139,Muscatine County,1354,36.8000000715256%,18,1.32939438700148%,12,16786,7062,14.0000000596046%,3680
141,O'Brien County,253,25.4000008106232%,4,1.58102766798419%,0,6509,3225,10.9999999403954%,998
143,Osceola County,93,20.9999993443489%,0,0%,0,3012,1669,7.99999982118607%,443
145,Page County,157,15.2999997138977%,5,3.18471337579618%,4,7302,3986,23.9999994635582%,1024
147,Palo Alto County,147,22.4999994039536%,0,0%,0,4631,2240,15.0000005960464%,652
149,Plymouth County,549,29.6999990940094%,3,0.546448087431694%,0,9880,4212,9.00000035762787%,1850
151,Pocahontas County,124,28.0000001192093%,0,0%,0,3988,2309,12.9999995231628%,443
153,Polk County,8738,22.1000000834465%,57,0.652323186083772%,22,156447,42467,10.9999999403954%,39489
155,Pottawattamie County,695,9.49999988079071%,11,1.58273381294964%,3,35761,13655,14.0000000596046%,7347
157,Poweshiek County,354,30.7000011205673%,1,0.282485875706215%,1,8556,3487,11.9999997317791%,1154
159,Ringgold County,56,15.8000007271767%,1,1.78571428571429%,0,2789,1413,25.9999990463257%,355
161,Sac County,224,33.1000000238419%,6,2.67857142857143%,2,5460,3013,20.9999993443489%,676
163,Scott County,3581,25.7999986410141%,64,1.78721027645909%,15,65649,20065,18.0000007152557%,13857
165,Shelby County,243,32.8000009059906%,2,0.823045267489712%,0,5459,2810,7.99999982118607%,740
167,Sioux County,825,29.1999995708466%,7,0.848484848484849%,2,11260,4468,9.00000035762787%,2824
169,Story County,1925,35.1999998092651%,4,0.207792207792208%,0,30630,7389,10.0000001490116%,5473
171,Tama County,543,38.8999998569489%,8,1.47329650092081%,2,7583,4164,18.0000007152557%,1395
173,Taylor County,191,44.1000014543533%,4,2.09424083769633%,2,3199,1918,15.9999996423721%,433
175,Union County,229,25.4000008106232%,6,2.62008733624454%,4,5657,2946,17.0000001788139%,900
177,Van Buren County,107,20.0000002980232%,2,1.86915887850467%,0,3581,1840,18.9999997615814%,536
179,Wapello County,1102,38.6999994516373%,16,1.4519056261343%,6,15873,7901,20.0000002980232%,2846
181,Warren County,596,18.299999833107%,7,1.1744966442953%,2,15289,3347,9.00000035762787%,3259
183,Washington County,333,18.7999993562698%,8,2.4024024024024%,3,8543,4212,12.9999995231628%,1768
185,Wayne County,154,34.0999990701675%,4,2.5974025974026%,0,3357,1777,21.9999998807907%,452
187,Webster County,1026,36.1000001430511%,13,1.26705653021443%,2,16969,8097,15.0000005960464%,2840
189,Winnebago County,197,29.1999995708466%,0,0%,0,5065,2243,10.0000001490116%,674
191,Winneshiek County,320,27.9000014066696%,1,0.3125%,1,8208,4207,7.99999982118607%,1147
193,Woodbury County,3068,32.4000000953674%,55,1.79269882659713%,18,41394,18734,15.0000005960464%,9482
195,Worth County,221,44.8000013828278%,3,1.35746606334842%,1,3534,2043,7.00000002980232%,493
197,Wright County,392,40.599998831749%,7,1.78571428571429%,2,6559,3274,5.99999986588955%,965
999,Unknown,n,,n,#VALUE!,n,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2003-2007",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
,,,,,,,,,,
,Iowa 2007 Confirmed Cases,,720,,,,,,,
