"CBLS County-level Summary Data for MI, 2014",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Total # Children Tested 5-9 µg/dL,Total Confirmed BLL ?10 µg/dL,,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,
055,Grand Traverse,1331,9,0,0%,0,34842,6214,5.99999986588955%
057,Gratiot County,478,5,0,0%,0,15516,6181,10.9999999403954%
059,Hillsdale Count,818,18,0,0%,2,20189,7865,10.9999999403954%
061,Houghton County,593,11,5,0.800000037997961%,0,17748,9724,21.9999998807907%
063,Huron County,373,10,1,0.300000002607703%,0,20430,6836,14.0000000596046%
065,Ingham County,4614,121,19,0.400000018998981%,4,115056,29790,17.0000001788139%
067,Ionia County,815,28,1,0.100000004749745%,0,22006,8330,12.9999995231628%
069,Iosco County,146,6,0,0%,0,20432,4051,23.0000004172325%
071,Iron County,129,3,0,0%,0,8772,3902,23.9999994635582%
073,Isabella County,619,11,0,0%,0,24528,4709,15.9999996423721%
075,Jackson County,2703,152,7,0.300000002607703%,1,62906,22439,15.0000005960464%
077,Kalamazoo Count,3201,82,7,0.20000000949949%,7,99250,24386,14.0000000596046%
079,Kalkaska County,212,1,0,0%,0,10822,1643,15.0000005960464%
081,Kent County,9843,425,46,0.499999988824129%,11,224000,59935,11.9999997317791%
083,Keweenaw County,25,3,0,0%,0,2327,1278,15.0000005960464%
085,Lake County,107,1,0,0%,0,13498,2040,30.0000011920929%
087,Lapeer County,904,36,1,0.100000004749745%,2,32732,7252,5.99999986588955%
089,Leelanau County,243,4,0,0%,0,13297,2921,10.0000001490116%
091,Lenawee County,1169,93,7,0.600000005215406%,3,39769,15356,9.00000035762787%
093,Livingston Coun,1005,12,1,0.100000004749745%,0,58919,8073,2.99999993294477%
095,Luce County,85,.,0,0%,0,4008,1201,23.0000004172325%
097,Mackinac County,121,1,0,0%,0,9413,2641,12.9999995231628%
099,Macomb County,9127,126,10,0.100000004749745%,3,320276,34757,7.00000002980232%
101,Manistee County,281,11,2,0.700000021606684%,0,14272,5130,17.0000001788139%
103,Marquette Count,453,11,0,0%,2,32877,10723,15.9999996423721%
105,Mason County,413,33,0,0%,0,16063,5002,20.0000002980232%
107,Mecosta County,313,1,1,0.300000002607703%,2,19593,4313,23.0000004172325%
109,Menominee Count,256,12,1,0.400000018998981%,0,13639,5238,20.0000002980232%
111,Midland County,473,4,1,0.20000000949949%,0,33796,5703,11.9999997317791%
113,Missaukee Count,132,.,0,0%,0,8621,1773,14.0000000596046%
115,Monroe County,1560,18,1,0.100000004749745%,2,56471,15961,9.00000035762787%
117,Montcalm County,728,11,1,0.100000004749745%,0,25900,7279,15.0000005960464%
119,Montmorency Cou,79,1,0,0%,0,9238,1699,15.9999996423721%
121,Muskegon County,2510,139,17,0.700000021606684%,9,68556,20457,18.9999997615814%
123,Newaygo County,447,6,0,0%,0,23202,5270,18.0000007152557%
125,Oakland County,13985,195,33,0.20000000949949%,7,492006,78387,7.00000002980232%
127,Oceana County,512,8,3,0.600000005215406%,0,15009,4028,23.9999994635582%
129,Ogemaw County,99,1,0,0%,0,15404,2817,20.9999993443489%
131,Ontonagon Count,47,2,0,0%,0,5404,2346,12.9999995231628%
133,Osceola County,334,4,4,1.20000001043081%,2,12853,3109,18.9999997615814%
135,Oscoda County,36,2,0,0%,0,8690,1594,18.0000007152557%
137,Otsego County,314,1,0,0%,0,13375,1685,7.99999982118607%
139,Ottawa County,2949,84,1,0%,4,86856,15645,5.00000007450581%
141,Presque Isle Co,107,2,0,0%,0,9910,2739,15.0000005960464%
143,Roscommon Count,202,.,0,0%,0,23109,3712,25.9999990463257%
145,Saginaw County,3588,110,13,0.400000018998981%,4,85505,25066,25.9999990463257%
147,St. Clair Count,1430,40,7,0.499999988824129%,0,67107,19833,10.9999999403954%
149,St. Joseph Coun,596,16,0,0%,2,26503,9220,20.9999993443489%
151,Sanilac County,492,5,1,0.20000000949949%,0,21314,7388,14.0000000596046%
153,Schoolcraft Cou,90,1,0,0%,0,5700,1886,17.0000001788139%
155,Shiawassee Coun,1111,33,2,0.20000000949949%,0,29087,10452,11.9999997317791%
157,Tuscola County,870,12,1,0.100000004749745%,0,23378,7675,10.0000001490116%
159,Van Buren Count,826,24,4,0.499999988824129%,2,33975,10003,17.0000001788139%
161,Washtenaw Count,2547,41,5,0.20000000949949%,0,131069,25238,10.0000001490116%
163,Wayne County,39263,1738,365,0.899999961256981%,229,826145,317788,23.9999994635582%
165,Wexford County,356,1,2,0.600000005215406%,2,14872,3898,14.0000000596046%
*# of Addresses where address state not in selected state: 0,# of Addresses where program state is not in selected state: 2,,,,,,,,
*# of Addresses where address state not in selected state: 0,# of Addresses where program state is not in selected state: 2,,,,,,,,
,,,,,,,,,
"* Based on most recent five years of data, 2010-2014",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
