"CBLS County-level Summary Data for MI, 2013",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Total # Children Tested 5-9 µg/dL,Confirmed Cases,,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,
129,Ogemaw County,82,1,0,0%,0,15404,2817,20.9999993443489%
131,Ontonagon Count,49,.,0,0%,0,5404,2346,12.9999995231628%
133,Osceola County,300,6,4,1.30000002682209%,1,12853,3109,18.9999997615814%
135,Oscoda County,36,1,0,0%,0,8690,1594,18.0000007152557%
137,Otsego County,261,1,0,0%,0,13375,1685,7.99999982118607%
139,Ottawa County,2512,71,3,0.100000004749745%,4,86856,15645,5.00000007450581%
141,Presque Isle Co,104,.,0,0%,0,9910,2739,15.0000005960464%
143,Roscommon Count,171,3,0,0%,0,23109,3712,25.9999990463257%
145,Saginaw County,3097,96,13,0.400000018998981%,5,85505,25066,25.9999990463257%
147,St. Clair Count,1332,63,2,0.20000000949949%,0,67107,19833,10.9999999403954%
149,St. Joseph Coun,545,19,1,0.20000000949949%,2,26503,9220,20.9999993443489%
151,Sanilac County,437,11,1,0.20000000949949%,0,21314,7388,14.0000000596046%
153,Schoolcraft Cou,73,.,0,0%,0,5700,1886,17.0000001788139%
155,Shiawassee Coun,981,29,2,0.20000000949949%,0,29087,10452,11.9999997317791%
157,Tuscola County,770,18,0,0%,0,23378,7675,10.0000001490116%
159,Van Buren Count,706,12,4,0.600000005215406%,2,33975,10003,17.0000001788139%
161,Washtenaw Count,2339,46,3,0.100000004749745%,0,131069,25238,10.0000001490116%
163,Wayne County,29110,1031,223,0.800000037997961%,321,826145,317788,23.9999994635582%
165,Wexford County,267,7,0,0%,2,14872,3898,14.0000000596046%
*# of Addresses where address state not in selected state: 0,# of Addresses where program state is not in selected state: 5,,,,,,,,
*# of Addresses where address state not in selected state: 0,# of Addresses where program state is not in selected state: 1,,,,,,,,
*# of Addresses where address state not in selected state: 0,# of Addresses where program state is not in selected state: 1,,,,,,,,
,,,,,,,,,
"* Based on most recent five years of data, 2009-2013",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
