"CBLS County-level Summary Data for MI, 2012",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Total # Children Tested 5-9 µg/dL,Confirmed Cases,,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,
061,Houghton County,444,19,1,0.20000000949949%,0,17748,9724,21.9999998807907%
063,Huron County,455,27,0,0%,0,20430,6836,14.0000000596046%
065,Ingham County,4524,143,9,0.20000000949949%,4,115056,29790,17.0000001788139%
067,Ionia County,624,11,3,0.499999988824129%,1,22006,8330,12.9999995231628%
069,Iosco County,156,3,1,0.600000005215406%,0,20432,4051,23.0000004172325%
071,Iron County,140,2,0,0%,0,8772,3902,23.9999994635582%
073,Isabella County,599,6,1,0.20000000949949%,0,24528,4709,15.9999996423721%
075,Jackson County,2679,178,21,0.800000037997961%,3,62906,22439,15.0000005960464%
077,Kalamazoo Count,3848,190,16,0.400000018998981%,8,99250,24386,14.0000000596046%
079,Kalkaska County,593,23,1,0.20000000949949%,0,10822,1643,15.0000005960464%
081,Kent County,10949,622,48,0.400000018998981%,13,224000,59935,11.9999997317791%
083,Keweenaw County,23,1,0,0%,0,2327,1278,15.0000005960464%
085,Lake County,94,3,0,0%,0,13498,2040,30.0000011920929%
087,Lapeer County,751,19,6,0.800000037997961%,1,32732,7252,5.99999986588955%
089,Leelanau County,199,3,0,0%,0,13297,2921,10.0000001490116%
091,Lenawee County,1776,77,7,0.400000018998981%,1,39769,15356,9.00000035762787%
093,Livingston Coun,1066,14,2,0.20000000949949%,0,58919,8073,2.99999993294477%
095,Luce County,86,1,0,0%,0,4008,1201,23.0000004172325%
097,Mackinac County,116,1,0,0%,0,9413,2641,12.9999995231628%
099,Macomb County,9381,174,15,0.20000000949949%,1,320276,34757,7.00000002980232%
101,Manistee County,235,9,1,0.400000018998981%,0,14272,5130,17.0000001788139%
103,Marquette Count,487,25,4,0.800000037997961%,1,32877,10723,15.9999996423721%
105,Mason County,323,28,0,0%,0,16063,5002,20.0000002980232%
107,Mecosta County,327,6,3,0.899999961256981%,2,19593,4313,23.0000004172325%
109,Menominee Count,296,14,0,0%,0,13639,5238,20.0000002980232%
111,Midland County,538,8,1,0.20000000949949%,0,33796,5703,11.9999997317791%
113,Missaukee Count,148,.,0,0%,0,8621,1773,14.0000000596046%
115,Monroe County,1906,46,2,0.100000004749745%,2,56471,15961,9.00000035762787%
117,Montcalm County,675,17,1,0.100000004749745%,0,25900,7279,15.0000005960464%
119,Montmorency Cou,85,1,0,0%,0,9238,1699,15.9999996423721%
121,Muskegon County,2684,156,15,0.600000005215406%,7,68556,20457,18.9999997615814%
123,Newaygo County,523,15,0,0%,0,23202,5270,18.0000007152557%
125,Oakland County,13719,242,28,0.20000000949949%,7,492006,78387,7.00000002980232%
127,Oceana County,545,16,1,0.20000000949949%,0,15009,4028,23.9999994635582%
129,Ogemaw County,118,2,0,0%,0,15404,2817,20.9999993443489%
131,Ontonagon Count,65,2,0,0%,0,5404,2346,12.9999995231628%
133,Osceola County,256,13,1,0.400000018998981%,0,12853,3109,18.9999997615814%
135,Oscoda County,46,1,0,0%,0,8690,1594,18.0000007152557%
137,Otsego County,283,3,0,0%,0,13375,1685,7.99999982118607%
139,Ottawa County,2705,114,8,0.300000002607703%,3,86856,15645,5.00000007450581%
141,Presque Isle Co,112,2,0,0%,0,9910,2739,15.0000005960464%
143,Roscommon Count,224,1,0,0%,0,23109,3712,25.9999990463257%
145,Saginaw County,3710,167,20,0.499999988824129%,4,85505,25066,25.9999990463257%
147,St. Clair Count,1987,64,5,0.300000002607703%,0,67107,19833,10.9999999403954%
149,St. Joseph Coun,952,49,5,0.499999988824129%,1,26503,9220,20.9999993443489%
151,Sanilac County,465,15,2,0.400000018998981%,0,21314,7388,14.0000000596046%
153,Schoolcraft Cou,100,1,0,0%,0,5700,1886,17.0000001788139%
155,Shiawassee Coun,1129,21,2,0.20000000949949%,0,29087,10452,11.9999997317791%
157,Tuscola County,717,27,1,0.100000004749745%,0,23378,7675,10.0000001490116%
159,Van Buren Count,n,n,n,n,n,33975,10003,17.0000001788139%
161,Washtenaw Count,2750,70,3,0.100000004749745%,0,131069,25238,10.0000001490116%
163,Wayne County,44288,2280,475,1.09999999403954%,234,826145,317788,23.9999994635582%
165,Wexford County,347,5,0,0%,1,14872,3898,14.0000000596046%
*# of Addresses where address state not in selected state: 0,# of Addresses where program state is not in selected state: 1,,,,,,,,
,,,,,,,,,
"* Based on most recent five years of data, 2008-2012",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
