"CBLS County-level Summary Data for MN, 2012",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Total # Children Tested 5-9 µg/dL,Confirmed Cases,,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,
157,Wabasha County,255,6,0,0%,0,9066,3327,7.99999982118607%
159,Wadena County,255,5,0,0%,0,6334,2137,20.0000002980232%
161,Waseca County,318,10,0,0%,0,7427,2926,7.99999982118607%
163,Washington Coun,3189,88,3,0.100000004749745%,1,73635,8254,2.99999993294477%
165,Watonwan County,199,8,2,0.999999977648258%,0,5036,2523,18.0000007152557%
167,Wilkin County,71,2,0,0%,0,3105,1343,10.9999999403954%
169,Winona County,353,11,1,0.300000002607703%,3,19551,8332,12.9999995231628%
171,Wright County,2171,15,3,0.100000004749745%,0,34355,6118,5.99999986588955%
173,Yellow Medicine,146,10,0,0%,0,4873,2542,10.9999999403954%
*# of Addresses where address state not in selected state: 4,# of Addresses where program state is not in selected state: 2,,,,,,,,
,,,,,,,,,
"* Based on most recent five years of data, 2008-2012",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
