"CBLS County-level Summary Data for OH, 2012",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Total # Children Tested 5-9 µg/dL,Confirmed Cases,,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,
125,Paulding County,154,4,0,0%,0,8478,2668,14.0000000596046%
127,Perry County,552,14,1,0.20000000949949%,1,13655,5256,18.0000007152557%
129,Pickaway County,1032,37,2,0.20000000949949%,0,18596,5258,14.0000000596046%
131,Pike County,165,7,0,0%,0,11602,1935,28.999999165535%
133,Portage County,1358,25,6,0.400000018998981%,4,60096,13390,11.9999997317791%
135,Preble County,368,15,3,0.800000037997961%,0,17186,6155,7.99999982118607%
137,Putnam County,291,4,0,0%,0,12753,4643,9.00000035762787%
139,Richland County,1754,96,12,0.700000021606684%,6,53062,17835,18.0000007152557%
141,Ross County,773,28,0,0%,1,29461,9133,18.0000007152557%
143,Sandusky County,867,43,11,1.30000002682209%,5,25253,11053,12.9999995231628%
145,Scioto County,564,46,4,0.700000021606684%,1,34054,12118,28.999999165535%
147,Seneca County,479,25,3,0.600000005215406%,3,23692,11662,12.9999995231628%
149,Shelby County,579,26,1,0.20000000949949%,1,18682,5985,10.9999999403954%
151,Stark County,4787,848,45,0.899999961256981%,14,157024,53354,17.0000001788139%
153,Summit County,5565,210,41,0.700000021606684%,16,230880,75585,17.0000001788139%
155,Trumbull County,1742,102,11,0.600000005215406%,4,95117,29730,18.9999997615814%
157,Tuscarawas Coun,1390,66,13,0.899999961256981%,4,38113,15438,15.0000005960464%
159,Union County,489,11,3,0.600000005215406%,0,15217,4512,5.00000007450581%
161,Van Wert County,333,22,1,0.300000002607703%,0,12363,5950,5.99999986588955%
163,Vinton County,147,8,0,0%,0,5653,1338,28.0000001192093%
165,Warren County,2059,70,1,0%,1,58692,7000,3.99999991059303%
167,Washington Coun,609,26,7,1.09999999403954%,2,27760,8233,18.9999997615814%
169,Wayne County,1166,57,6,0.499999988824129%,2,42324,12386,11.9999997317791%
171,Williams County,544,18,0,0%,1,16140,6143,7.00000002980232%
173,Wood County,1507,42,6,0.400000018998981%,0,47468,12394,9.00000035762787%
175,Wyandot County,298,13,1,0.300000002607703%,0,9324,4480,5.99999986588955%
069,Ohio County,n,n,n,n,n,22166,11634,23.9999994635582%
*# of Addresses where address state not in selected state: 111,# of Addresses where program state is not in selected state: 1,,,,,,,,
*# of Addresses where address state not in selected state: 111,# of Addresses where program state is not in selected state: 13,,,,,,,,
,,,,,,,,,
"* Based on most recent five years of data, 2008-2012",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
