"CBLS County-level Summary Data for OH, 2007",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2007"
037,Darke County,602,15.0999993085861%,3,0.498338870431894%,0,21583,9317,12.9999995231628%,3999
039,Defiance County,484,16.2000000476837%,8,1.65289256198347%,1,16040,5326,7.99999982118607%,2985
041,Delaware County,812,5.29999993741512%,0,0%,0,42374,6139,5.00000007450581%,15414
043,Erie County,564,10.4999996721745%,15,2.65957446808511%,4,35909,12310,15.0000005960464%,5390
045,Fairfield County,1396,12.7000004053116%,6,0.429799426934097%,1,47922,12306,10.9999999403954%,10958
047,Fayette County,411,18.0999994277954%,5,1.21654501216545%,0,11904,4352,18.0000007152557%,2269
049,Franklin County,16780,16.5999993681908%,86,0.512514898688915%,45,471016,90783,15.9999996423721%,101138
051,Fulton County,435,13.6000007390976%,4,0.919540229885057%,1,16232,6132,5.99999986588955%,3192
053,Gallia County,429,18.4000000357628%,5,1.16550116550117%,0,13498,2979,31.0000002384186%,2335
055,Geauga County,397,5.90000003576279%,3,0.755667506297229%,0,32805,6661,7.00000002980232%,6713
057,Greene County,1413,13.0999997258186%,9,0.636942675159236%,0,58224,9269,10.0000001490116%,10748
059,Guernsey County,608,20.3999996185303%,4,0.657894736842105%,0,18771,6859,27.0000010728836%,2986
061,Hamilton County,11108,16.5000006556511%,203,1.82751170327692%,83,373393,135987,18.9999997615814%,67496
063,Hancock County,540,9.49999988079071%,5,0.925925925925926%,1,29785,9892,10.0000001490116%,5685
065,Hardin County,309,13.6000007390976%,0,0%,0,12907,5719,18.0000007152557%,2273
067,Harrison County,162,15.5000001192093%,1,0.617283950617284%,1,7680,3184,21.9999998807907%,1043
069,Henry County,333,15.2999997138977%,3,0.900900900900901%,0,11622,4925,11.9999997317791%,2174
071,Highland County,680,18.8999995589256%,5,0.735294117647059%,0,17583,5422,18.9999997615814%,3589
073,Hocking County,391,18.4000000357628%,5,1.27877237851662%,1,12141,3669,18.0000007152557%,2130
075,Holmes County,373,7.90000036358833%,0,0%,3,12280,3800,17.0000001788139%,4717
077,Huron County,1320,26.3000011444092%,7,0.53030303030303%,2,23594,9122,14.0000000596046%,5015
079,Jackson County,565,21.0999995470047%,1,0.176991150442478%,1,13909,4383,23.0000004172325%,2677
081,Jefferson County,738,17.4999997019768%,15,2.03252032520325%,5,33291,13365,28.999999165535%,4208
083,Knox County,648,14.5999997854233%,4,0.617283950617284%,0,21793,7900,15.9999996423721%,4441
085,Lake County,1564,10.0000001490116%,11,0.703324808184143%,2,93487,17281,7.99999982118607%,15710
087,Lawrence County,1040,22.8000000119209%,3,0.288461538461538%,0,27189,6229,27.0000010728836%,4552
089,Licking County,2041,16.0999998450279%,10,0.489955903968643%,4,58760,15496,10.9999999403954%,12650
091,Logan County,515,14.2000004649162%,2,0.388349514563107%,0,21571,7753,15.0000005960464%,3639
093,Lorain County,3290,14.4999995827675%,27,0.820668693009119%,7,111368,29466,15.9999996423721%,22652
095,Lucas County,6754,18.5000002384186%,254,3.76073437962689%,107,196259,73690,23.0000004172325%,36597
097,Madison County,633,21.6000005602837%,1,0.157977883096367%,0,14399,4168,14.0000000596046%,2931
099,Mahoning County,2998,18.8999995589256%,72,2.40160106737825%,49,111762,38140,23.0000004172325%,15901
101,Marion County,1404,31.0000002384186%,13,0.925925925925926%,1,26298,10909,18.0000007152557%,4531
103,Medina County,1205,9.30000022053719%,4,0.33195020746888%,1,56793,9904,7.00000002980232%,12932
105,Meigs County,359,21.5000003576279%,8,2.22841225626741%,0,10782,3702,33.0000013113022%,1668
107,Mercer County,347,10.3000000119209%,2,0.576368876080692%,0,15875,5088,10.0000001490116%,3358
109,Miami County,1011,13.6000007390976%,5,0.494559841740851%,1,40554,14056,9.00000035762787%,7442
111,Monroe County,104,11.9999997317791%,1,0.961538461538462%,1,7212,2716,18.0000007152557%,867
113,Montgomery County,6144,14.6999999880791%,67,1.09049479166667%,37,248443,66917,18.0000007152557%,41782
115,Morgan County,217,21.2999999523163%,4,1.84331797235023%,2,7771,2705,33.0000013113022%,1020
117,Morrow County,228,8.90000015497208%,2,0.87719298245614%,1,12132,3789,15.9999996423721%,2575
119,Muskingum County,1953,30.3999990224838%,39,1.99692780337942%,12,35163,12609,23.0000004172325%,6418
121,Noble County,182,21.6999992728233%,3,1.64835164835165%,1,5480,2054,20.9999993443489%,839
123,Ottawa County,347,13.6999994516373%,3,0.864553314121038%,1,25532,7732,10.0000001490116%,2535
125,Paulding County,142,10.0000001490116%,4,2.8169014084507%,1,8478,2668,14.0000000596046%,1419
127,Perry County,521,19.3000003695488%,5,0.959692898272553%,0,13655,5256,18.0000007152557%,2698
129,Pickaway County,828,21.6999992728233%,5,0.603864734299517%,0,18596,5258,14.0000000596046%,3815
131,Pike County,336,15.0999993085861%,3,0.892857142857143%,0,11602,1935,28.999999165535%,2221
133,Portage County,1121,11.2999998033047%,13,1.15967885816236%,1,60096,13390,11.9999997317791%,9960
135,Preble County,348,11.5000002086163%,6,1.72413793103448%,1,17186,6155,7.99999982118607%,3023
137,Putnam County,226,7.80000016093254%,0,0%,0,12753,4643,9.00000035762787%,2881
139,Richland County,1925,21.0999995470047%,18,0.935064935064935%,10,53062,17835,18.0000007152557%,9137
141,Ross County,1459,27.3999989032745%,8,0.548320767649075%,2,29461,9133,18.0000007152557%,5329
143,Sandusky County,635,13.400000333786%,8,1.25984251968504%,1,25253,11053,12.9999995231628%,4738
145,Scioto County,482,8.39999988675118%,5,1.03734439834025%,5,34054,12118,28.999999165535%,5712
147,Seneca County,1437,33.899998664856%,19,1.32219902574809%,4,23692,11662,12.9999995231628%,4243
149,Shelby County,1016,23.4999999403954%,7,0.688976377952756%,1,18682,5985,10.9999999403954%,4318
151,Stark County,5398,20.0000002980232%,49,0.907743608743979%,14,157024,53354,17.0000001788139%,26970
153,Summit County,10901,27.3000001907349%,122,1.11916337950647%,110,230880,75585,17.0000001788139%,39893
155,Trumbull County,2505,17.7000001072884%,14,0.558882235528942%,2,95117,29730,18.9999997615814%,14175
157,Tuscarawas County,928,13.3000001311302%,13,1.40086206896552%,4,38113,15438,15.0000005960464%,7002
159,Union County,216,5.09999990463257%,0,0%,0,15217,4512,5.00000007450581%,4239
161,Van Wert County,369,16.5999993681908%,4,1.0840108401084%,0,12363,5950,5.99999986588955%,2228
163,Vinton County,273,26.6000002622604%,4,1.46520146520147%,1,5653,1338,28.0000001192093%,1025
165,Warren County,1188,6.70000016689301%,4,0.336700336700337%,1,58692,7000,3.99999991059303%,17688
167,Washington County,572,14.1000002622604%,8,1.3986013986014%,13,27760,8233,18.9999997615814%,4063
169,Wayne County,1483,15.7000005245209%,10,0.674308833445718%,4,42324,12386,11.9999997317791%,9417
171,Williams County,646,23.6000001430511%,2,0.309597523219814%,4,16140,6143,7.00000002980232%,2733
173,Wood County,1490,17.9000005125999%,7,0.469798657718121%,0,47468,12394,9.00000035762787%,8302
175,Wyandot County,226,13.1999999284744%,1,0.442477876106195%,0,9324,4480,5.99999986588955%,1718
185,Unknown,n,,n,#VALUE!,n,,,,
209,Unknown,n,,n,#VALUE!,n,,,,
215,Unknown,n,,n,#VALUE!,n,,,,
229,Unknown,n,,n,#VALUE!,n,,,,
999,Unknown,10,,0,0%,0,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2003-2007",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
,,,,,,,,,,
,Ohio Confirmed Cases 2007,,2660,,,,,,,
