"CBLS County-level Summary Data for OH, 2013",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Total # Children Tested 5-9 µg/dL,Confirmed Cases,,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,
049,Franklin County,21411,662,90,0.400000018998981%,26,471016,90783,15.9999996423721%
051,Fulton County,357,8,1,0.300000002607703%,1,16232,6132,5.99999986588955%
053,Gallia County,281,12,0,0%,0,13498,2979,31.0000002384186%
055,Geauga County,467,12,1,0.20000000949949%,0,32805,6661,7.00000002980232%
057,Greene County,1524,44,3,0.20000000949949%,2,58224,9269,10.0000001490116%
059,Guernsey County,764,44,5,0.700000021606684%,1,18771,6859,27.0000010728836%
061,Hamilton County,17220,868,128,0.700000021606684%,69,373393,135987,18.9999997615814%
063,Hancock County,661,16,3,0.499999988824129%,1,29785,9892,10.0000001490116%
065,Hardin County,393,15,4,0.999999977648258%,1,12907,5719,18.0000007152557%
067,Harrison County,165,5,2,1.20000001043081%,3,7680,3184,21.9999998807907%
069,Henry County,231,1,2,0.899999961256981%,1,11622,4925,11.9999997317791%
071,Highland County,520,22,1,0.20000000949949%,1,17583,5422,18.9999997615814%
073,Hocking County,439,26,0,0%,0,12141,3669,18.0000007152557%
075,Holmes County,271,13,0,0%,0,12280,3800,17.0000001788139%
077,Huron County,863,37,5,0.600000005215406%,1,23594,9122,14.0000000596046%
079,Jackson County,325,5,0,0%,1,13909,4383,23.0000004172325%
081,Jefferson Count,317,12,8,2.5000000372529%,4,33291,13365,28.999999165535%
083,Knox County,818,36,5,0.600000005215406%,0,21793,7900,15.9999996423721%
085,Lake County,1958,30,4,0.20000000949949%,0,93487,17281,7.99999982118607%
087,Lawrence County,725,27,2,0.300000002607703%,0,27189,6229,27.0000010728836%
089,Licking County,2584,111,5,0.20000000949949%,2,58760,15496,10.9999999403954%
091,Logan County,595,25,6,0.999999977648258%,1,21571,7753,15.0000005960464%
093,Lorain County,3134,160,16,0.499999988824129%,1,111368,29466,15.9999996423721%
095,Lucas County,5652,490,101,1.79999992251396%,52,196259,73690,23.0000004172325%
097,Madison County,524,9,0,0%,0,14399,4168,14.0000000596046%
099,Mahoning County,2777,233,34,1.20000001043081%,17,111762,38140,23.0000004172325%
101,Marion County,955,24,6,0.600000005215406%,0,26298,10909,18.0000007152557%
103,Medina County,1261,21,8,0.600000005215406%,1,56793,9904,7.00000002980232%
105,Meigs County,278,24,5,1.79999992251396%,3,10782,3702,33.0000013113022%
107,Mercer County,336,8,0,0%,0,15875,5088,10.0000001490116%
109,Miami County,1167,131,10,0.899999961256981%,3,40554,14056,9.00000035762787%
111,Monroe County,171,4,0,0%,0,7212,2716,18.0000007152557%
113,Montgomery Coun,7027,216,40,0.600000005215406%,7,248443,66917,18.0000007152557%
115,Morgan County,223,10,2,0.899999961256981%,0,7771,2705,33.0000013113022%
117,Morrow County,357,12,2,0.600000005215406%,1,12132,3789,15.9999996423721%
119,Muskingum Count,1556,58,4,0.300000002607703%,5,35163,12609,23.0000004172325%
121,Noble County,223,16,2,0.899999961256981%,0,5480,2054,20.9999993443489%
123,Ottawa County,309,18,0,0%,0,25532,7732,10.0000001490116%
125,Paulding County,167,6,1,0.600000005215406%,0,8478,2668,14.0000000596046%
127,Perry County,529,24,1,0.20000000949949%,0,13655,5256,18.0000007152557%
129,Pickaway County,946,32,2,0.20000000949949%,0,18596,5258,14.0000000596046%
131,Pike County,295,9,0,0%,0,11602,1935,28.999999165535%
133,Portage County,1501,25,5,0.300000002607703%,3,60096,13390,11.9999997317791%
135,Preble County,391,18,2,0.499999988824129%,0,17186,6155,7.99999982118607%
137,Putnam County,294,6,1,0.300000002607703%,0,12753,4643,9.00000035762787%
139,Richland County,1633,65,13,0.800000037997961%,8,53062,17835,18.0000007152557%
141,Ross County,798,13,3,0.400000018998981%,1,29461,9133,18.0000007152557%
143,Sandusky County,794,26,9,1.09999999403954%,5,25253,11053,12.9999995231628%
145,Scioto County,705,71,7,0.999999977648258%,2,34054,12118,28.999999165535%
147,Seneca County,533,27,6,1.09999999403954%,1,23692,11662,12.9999995231628%
149,Shelby County,570,32,1,0.20000000949949%,0,18682,5985,10.9999999403954%
151,Stark County,4257,450,32,0.800000037997961%,10,157024,53354,17.0000001788139%
153,Summit County,5649,207,26,0.499999988824129%,12,230880,75585,17.0000001788139%
155,Trumbull County,1841,106,9,0.499999988824129%,6,95117,29730,18.9999997615814%
157,Tuscarawas Coun,1431,56,3,0.20000000949949%,3,38113,15438,15.0000005960464%
159,Union County,478,25,2,0.400000018998981%,0,15217,4512,5.00000007450581%
161,Van Wert County,327,10,0,0%,0,12363,5950,5.99999986588955%
163,Vinton County,175,7,0,0%,0,5653,1338,28.0000001192093%
165,Warren County,1981,52,4,0.20000000949949%,1,58692,7000,3.99999991059303%
167,Washington Coun,646,22,6,0.899999961256981%,3,27760,8233,18.9999997615814%
169,Wayne County,1188,34,8,0.700000021606684%,3,42324,12386,11.9999997317791%
171,Williams County,490,9,1,0.20000000949949%,1,16140,6143,7.00000002980232%
173,Wood County,1620,57,7,0.400000018998981%,1,47468,12394,9.00000035762787%
175,Wyandot County,291,18,0,0%,0,9324,4480,5.99999986588955%
*# of Addresses where address state not in selected state: 1107,# of Addresses where program state is not in selected state: 7,,,,,,,,
*# of Addresses where address state not in selected state: 1107,# of Addresses where program state is not in selected state: 17,,,,,,,,
,,,,,,,,,
"* Based on most recent five years of data, 2009-2013",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
