"CBLS County-level Summary Data for NY, 2009",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,Census 2000 Data,,,"Estimated Population of Children < 6, 2009"
069,Ontario,1632,23.1128735306614%,6,0.367647058823529%,42647,16477,10.9999999403954%,7061
071,Orange,9249,28.3511632897036%,88,0.951454211266083%,122754,37297,18.0000007152557%,32623
073,Orleans,526,19.4382852919438%,9,1.71102661596958%,17347,8973,17.0000001788139%,2706
075,Oswego,1743,20.9873570138471%,7,0.401606425702811%,52831,19626,21.9999998807907%,8305
077,Otsego,788,23.951367781155%,5,0.634517766497462%,28481,14372,20.9999993443489%,3290
079,Putnam,1830,28.2233189389266%,1,0.0546448087431694%,35030,8861,3.99999991059303%,6484
081,Queens,83887,47.4492768378839%,284,0.33855066935282%,817250,401821,18.0000007152557%,176793
083,Rensselaer,2490,23.8826011893344%,20,0.803212851405622%,66120,31241,15.0000005960464%,10426
085,Richmond,14449,40.6876548772246%,46,0.318361132258288%,163993,42101,12.9999995231628%,35512
087,Rockland,8556,30.8646874210887%,32,0.374006545114539%,94973,17282,17.0000001788139%,27721
089,St. Lawrence,1224,16.4163090128755%,7,0.571895424836601%,49721,21339,23.9999994635582%,7456
091,Saratoga,2852,19.5409386776293%,16,0.561009817671809%,86701,20636,5.99999986588955%,14595
093,Schenectady,2626,23.3733867378727%,26,0.99009900990099%,65032,34487,18.9999997615814%,11235
095,Schoharie,359,19.9666295884316%,4,1.1142061281337%,15915,6420,15.0000005960464%,1798
097,Schuyler,242,23.5637779941577%,2,0.826446280991735%,9181,3942,20.0000002980232%,1027
099,Seneca,418,19.0432801822323%,6,1.43540669856459%,14794,6890,18.0000007152557%,2195
101,Steuben,1654,24.3235294117647%,21,1.26964933494559%,46132,20723,21.9999998807907%,6800
103,Suffolk,27258,24.1022874979%,39,0.14307726172133%,522323,87634,5.99999986588955%,113093
105,Sullivan,776,14.1373656403717%,5,0.644329896907216%,44730,14053,23.9999994635582%,5489
107,Tioga,706,20.2118522759805%,8,1.13314447592068%,21410,7616,12.9999995231628%,3493
109,Tompkins,1371,25.1698182485772%,2,0.145878920495988%,38625,13500,15.9999996423721%,5447
111,Ulster,2934,26.6921397379913%,23,0.783912747102931%,77656,28240,15.9999996423721%,10992
113,Warren,939,24.2761116856256%,5,0.53248136315229%,34852,11061,15.9999996423721%,3868
115,Washington,816,20.8695652173913%,6,0.735294117647059%,26794,12698,12.9999995231628%,3910
117,Wayne,1703,25.8421851289833%,14,0.822078684674104%,38767,16209,14.0000000596046%,6590
119,Westchester,27108,37.5519476921372%,91,0.335694259997049%,349445,147384,10.9999999403954%,72188
121,Wyoming,528,21.0358565737052%,1,0.189393939393939%,16940,9003,11.9999997317791%,2510
123,Yates,335,19.0883190883191%,9,2.6865671641791%,12064,5405,25%,1755
,,,,,,,,,
,,,,,,,,,
"* Based on most recent five years of data, 2005-2009",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
,,,,,,,,,
,NY 2009 Confirmed Cases,,2627,,,,,,
