"CBLS County-level Summary Data for NY, 2012",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Total # Children Tested 5-9 µg/dL,Confirmed Cases,,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,
107,Tioga County,162,10,3,1.89999993890524%,5,21410,7616,12.9999995231628%
109,Tompkins County,386,17,1,0.300000002607703%,1,38625,13500,15.9999996423721%
111,Ulster County,633,25,6,0.899999961256981%,5,77656,28240,15.9999996423721%
113,Warren County,214,6,2,0.899999961256981%,1,34852,11061,15.9999996423721%
115,Washington Coun,262,17,4,1.49999996647239%,0,26794,12698,12.9999995231628%
117,Wayne County,397,21,4,0.999999977648258%,5,38767,16209,14.0000000596046%
119,Westchester Cou,6537,217,41,0.600000005215406%,18,349445,147384,10.9999999403954%
121,Wyoming County,169,9,2,1.20000001043081%,2,16940,9003,11.9999997317791%
123,Yates County,82,9,1,1.20000001043081%,5,12064,5405,25%
*# of Addresses where address state not in selected state: 0,# of Addresses where program state is not in selected state: 2,,,,,,,,
*# of Addresses where address state not in selected state: 0,# of Addresses where program state is not in selected state: 18,,,,,,,,
*# of Addresses where address state not in selected state: 0,# of Addresses where program state is not in selected state: 3,,,,,,,,
,,,,,,,,,
"* Based on most recent five years of data, 2008-2012",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
