"CBLS County-level Summary Data for NC, 2006",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Screening Rate (# tested / population),Total # of Confirmed Cases,Case Rate (# Confirmed / #Tested),# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2006"
129,New Hanover County,2863,21.6999992728233%,7,0.244498777506112%,1,79616,9943,17.0000001788139%,13182
131,Northampton County,367,26.3000011444092%,2,0.544959128065395%,0,10455,1979,31.0000002384186%,1393
133,Onslow County,1303,7.10000023245811%,2,0.153491941673062%,1,55726,3394,18.9999997615814%,18257
135,Orange County,623,7.80000016093254%,2,0.321027287319422%,0,49289,5166,12.9999995231628%,7967
137,Pamlico County,233,34.0999990701675%,0,0%,0,6781,960,25%,683
139,Pasquotank County,635,20.2999994158745%,4,0.62992125984252%,1,14289,2793,33.0000013113022%,3135
141,Pender County,634,20.100000500679%,0,0%,0,20798,1549,23.9999994635582%,3162
143,Perquimans County,199,25.9999990463257%,3,1.50753768844221%,0,6043,1106,21.9999998807907%,764
145,Person County,461,16.5999993681908%,5,1.08459869848156%,1,15504,2490,18.0000007152557%,2774
147,Pitt County,1734,14.0000000596046%,8,0.461361014994233%,0,58408,5585,21.9999998807907%,12413
149,Polk County,121,11.2999998033047%,0,0%,0,9192,1779,7.99999982118607%,1069
151,Randolph County,1707,15.2999997138977%,8,0.468658465143527%,1,54422,7413,14.0000000596046%,11126
153,Richmond County,717,19.4999992847443%,5,0.697350069735007%,1,19886,3918,34.0000003576279%,3673
155,Robeson County,2576,21.1999997496605%,6,0.232919254658385%,0,47779,6142,33.0000013113022%,12139
157,Rockingham County,993,14.9000003933907%,4,0.40281973816717%,0,40208,8726,18.0000007152557%,6645
159,Rowan County,986,9.79999974370003%,2,0.202839756592292%,0,53980,10832,15.0000005960464%,10101
161,Rutherford County,677,14.3999993801117%,2,0.295420974889217%,1,29535,5119,20.0000002980232%,4704
163,Sampson County,1117,20.4999998211861%,9,0.805729632945389%,1,25142,4083,23.9999994635582%,5446
165,Scotland County,483,16.5999993681908%,0,0%,0,14693,1646,31.9999992847443%,2908
167,Stanly County,1020,22.8000000119209%,0,0%,0,24582,5261,15.0000005960464%,4480
169,Stokes County,394,12.8999993205071%,1,0.253807106598985%,0,19262,2812,10.9999999403954%,3050
171,Surry County,1082,20.0000002980232%,2,0.184842883548983%,0,31033,5397,17.0000001788139%,5423
173,Swain County,291,26.6000002622604%,1,0.343642611683849%,0,7105,890,28.999999165535%,1094
175,Transylvania County,307,18.8999995589256%,0,0%,0,15553,2273,11.9999997317791%,1625
177,Tyrrell County,25,9.79999974370003%,1,4%,0,2032,506,34.9999994039536%,256
179,Union County,1780,11.2000003457069%,2,0.112359550561798%,2,45695,4000,11.9999997317791%,15950
181,Vance County,886,22.3000004887581%,1,0.112866817155756%,1,18196,2337,31.9999992847443%,3980
183,Wake County,9224,12.8999993205071%,17,0.184301821335646%,2,258953,16747,9.00000035762787%,71331
185,Warren County,228,18.7999993562698%,4,1.75438596491228%,0,10548,1616,23.0000004172325%,1210
187,Washington County,205,20.0000002980232%,0,0%,0,6174,1296,28.999999165535%,1025
189,Watauga County,377,18.299999833107%,1,0.26525198938992%,0,23155,2360,15.9999996423721%,2063
191,Wayne County,2517,24.5000004768372%,3,0.119189511323004%,1,47313,5910,20.0000002980232%,10260
193,Wilkes County,436,9.00000035762787%,0,0%,0,29261,4234,15.9999996423721%,4859
195,Wilson County,1275,20.0000002980232%,7,0.549019607843137%,2,30729,5289,28.0000001192093%,6390
197,Yadkin County,455,16.0999998450279%,0,0%,0,15821,2755,12.9999995231628%,2834
199,Yancey County,203,17.7000001072884%,0,0%,0,9729,1631,21.9999998807907%,1148
,,,,,,,,,,
"* Based on most recent five years of data, 2002-2006",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
North Carolina Total Confirmed Cases 2006,,353,,,,,,,,
