"CBLS County-level Summary Data for OK, 2008",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2008"
073,Kingfisher County,181,15.0999993085861%,0,0%,0,5879,1468,18.9999997615814%,1198
075,Kiowa County,148,22.4000006914139%,1,0.675675675675676%,0,5304,2290,27.0000010728836%,662
077,Latimer County,45,6.3000001013279%,0,0%,0,4709,721,38.9999985694885%,709
079,Le Flore County,176,3.99999991059303%,0,0%,0,20142,3424,25.9999990463257%,4381
081,Lincoln County,361,14.8000001907349%,0,0%,0,13712,2994,21.9999998807907%,2434
083,Logan County,381,12.9999995231628%,1,0.26246719160105%,3,13906,3290,15.9999996423721%,2924
085,Love County,121,16.6999995708466%,0,0%,0,4066,566,18.0000007152557%,726
087,McClain County,203,7.50000029802322%,0,0%,0,11189,1643,17.0000001788139%,2704
089,McCurtain County,298,10.4999996721745%,1,0.335570469798658%,0,15427,1945,37.0000004768372%,2851
091,McIntosh County,72,5.29999993741512%,0,0%,0,12640,1089,28.0000001192093%,1346
093,Major County,9,1.7000000923872%,0,0%,0,3540,1105,25.9999990463257%,517
095,Marshall County,216,16.7999997735024%,0,0%,0,8517,787,27.0000010728836%,1283
097,Mayes County,189,5.70000000298023%,0,0%,2,17423,2544,23.0000004172325%,3290
099,Murray County,55,5.49999997019768%,0,0%,0,6479,1311,20.0000002980232%,994
101,Muskogee County,716,11.9999997317791%,14,1.95530726256983%,3,29575,6966,31.0000002384186%,5982
103,Noble County,52,6.10000006854534%,0,0%,0,5082,1372,20.0000002980232%,847
105,Nowata County,20,2.60000005364418%,0,0%,0,4705,1391,20.9999993443489%,762
107,Okfuskee County,103,12.6000002026558%,3,2.9126213592233%,0,5114,1554,33.0000013113022%,817
109,Oklahoma County,3396,4.80000004172325%,32,0.942285041224971%,9,295020,49569,25%,70138
111,Okmulgee County,224,7.00000002980232%,2,0.892857142857143%,4,17316,5183,28.0000001192093%,3202
113,Osage County,109,3.70000004768372%,1,0.91743119266055%,0,18826,4530,20.9999993443489%,2914
115,Ottawa County,296,11.599999666214%,3,1.01351351351351%,7,14842,4169,25.9999990463257%,2548
117,Pawnee County,235,19.4000005722046%,2,0.851063829787234%,0,7464,1814,21.9999998807907%,1211
119,Payne County,437,8.10000002384186%,1,0.22883295194508%,1,29326,5413,20.0000002980232%,5376
121,Pittsburg County,254,7.59999975562096%,1,0.393700787401575%,0,21520,4491,27.0000010728836%,3329
123,Pontotoc County,382,12.2000001370907%,2,0.523560209424084%,1,15575,3326,27.0000010728836%,3130
125,Pottawatomie County,568,10.1000003516674%,4,0.704225352112676%,0,27302,5967,23.0000004172325%,5600
127,Pushmataha County,171,19.4000005722046%,2,1.16959064327485%,0,5795,851,34.0000003576279%,882
129,Roger Mills County,27,8.79999995231628%,0,0%,0,1749,630,23.0000004172325%,306
131,Rogers County,164,2.60000005364418%,1,0.609756097560976%,0,27476,2544,10.9999999403954%,6316
133,Seminole County,292,14.0000000596046%,5,1.71232876712329%,1,11146,3113,33.0000013113022%,2088
135,Sequoyah County,137,4.10000011324883%,0,0%,0,16940,1484,27.0000010728836%,3324
137,Stephens County,353,10.1999998092651%,0,0%,1,19854,3509,23.9999994635582%,3448
139,Texas County,303,13.400000333786%,3,0.99009900990099%,0,8014,1717,20.0000002980232%,2268
141,Tillman County,169,27.2000014781952%,1,0.591715976331361%,0,4342,1872,37.9999995231628%,621
143,Tulsa County,1841,3.20000015199184%,6,0.325909831613254%,0,243953,37585,18.0000007152557%,56721
145,Wagoner County,98,1.79999992251396%,0,0%,0,23174,1716,14.0000000596046%,5555
147,Washington County,206,5.49999997019768%,1,0.485436893203883%,0,22250,5020,23.0000004172325%,3776
149,Washita County,100,9.89999994635582%,1,1%,0,5452,1754,25.9999990463257%,1011
151,Woods County,26,4.89999987185001%,0,0%,0,4492,1880,11.9999997317791%,532
153,Woodward County,170,9.79999974370003%,0,0%,0,8341,1807,15.0000005960464%,1742
999,Unknown,306,.,3,0.980392156862745%,0,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2004-2008",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
,,,,,,,,,,
,Oklahoma 2008 Confirmed Cases,,130,,,,,,,
