"CBLS County-level Summary Data for OK, 2013",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Total # Children Tested 5-9 µg/dL,Confirmed Cases,,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,
055,Greer County,116,6,2,1.7000000923872%,0,2788,1160,33.0000013113022%
057,Harmon County,82,5,5,6.10000006854534%,2,1647,705,37.9999995231628%
059,Harper County,43,.,0,0%,0,1863,789,18.9999997615814%
061,Haskell County,162,3,0,0%,0,5573,877,20.0000002980232%
063,Hughes County,190,7,2,1.09999999403954%,0,6237,2116,28.999999165535%
065,Jackson County,716,18,2,0.300000002607703%,0,12377,2799,20.9999993443489%
067,Jefferson Count,129,3,0,0%,0,3373,1043,23.9999994635582%
069,Johnston County,188,3,1,0.499999988824129%,0,4782,763,33.0000013113022%
071,Kay County,970,44,21,2.19999998807907%,7,21804,7454,28.999999165535%
073,Kingfisher Coun,237,4,0,0%,0,5879,1468,18.9999997615814%
075,Kiowa County,233,15,2,0.899999961256981%,1,5304,2290,27.0000010728836%
077,Latimer County,152,4,0,0%,0,4709,721,38.9999985694885%
079,Le Flore County,839,21,9,1.09999999403954%,2,20142,3424,25.9999990463257%
081,Lincoln County,443,19,5,1.09999999403954%,0,13712,2994,21.9999998807907%
083,Logan County,376,13,1,0.300000002607703%,0,13906,3290,15.9999996423721%
085,Love County,173,5,1,0.600000005215406%,0,4066,566,18.0000007152557%
087,McClain County,245,5,0,0%,0,11189,1643,17.0000001788139%
089,McCurtain Count,612,27,0,0%,0,15427,1945,37.0000004768372%
091,McIntosh County,183,4,0,0%,0,12640,1089,28.0000001192093%
093,Major County,74,1,0,0%,0,3540,1105,25.9999990463257%
095,Marshall County,312,9,1,0.300000002607703%,0,8517,787,27.0000010728836%
097,Mayes County,442,11,2,0.499999988824129%,1,17423,2544,23.0000004172325%
099,Murray County,214,4,0,0%,0,6479,1311,20.0000002980232%
101,Muskogee County,1223,48,12,0.999999977648258%,4,29575,6966,31.0000002384186%
103,Noble County,133,5,1,0.800000037997961%,0,5082,1372,20.0000002980232%
105,Nowata County,47,1,0,0%,0,4705,1391,20.9999993443489%
107,Okfuskee County,189,5,0,0%,0,5114,1554,33.0000013113022%
109,Oklahoma County,7451,190,31,0.400000018998981%,9,295020,49569,25%
111,Okmulgee County,650,24,6,0.899999961256981%,2,17316,5183,28.0000001192093%
113,Osage County,288,13,3,0.999999977648258%,0,18826,4530,20.9999993443489%
115,Ottawa County,660,14,0,0%,0,14842,4169,25.9999990463257%
117,Pawnee County,248,6,1,0.400000018998981%,0,7464,1814,21.9999998807907%
119,Payne County,603,20,3,0.499999988824129%,0,29326,5413,20.0000002980232%
121,Pittsburg Count,716,7,2,0.300000002607703%,0,21520,4491,27.0000010728836%
123,Pontotoc County,476,6,6,1.30000002682209%,0,15575,3326,27.0000010728836%
125,Pottawatomie Co,916,23,7,0.800000037997961%,1,27302,5967,23.0000004172325%
127,Pushmataha Coun,217,1,1,0.499999988824129%,0,5795,851,34.0000003576279%
129,Roger Mills Cou,30,1,0,0%,0,1749,630,23.0000004172325%
131,Rogers County,293,9,0,0%,0,27476,2544,10.9999999403954%
133,Seminole County,424,19,2,0.499999988824129%,1,11146,3113,33.0000013113022%
135,Sequoyah County,389,7,0,0%,0,16940,1484,27.0000010728836%
137,Stephens County,483,7,0,0%,0,19854,3509,23.9999994635582%
139,Texas County,190,4,0,0%,1,8014,1717,20.0000002980232%
141,Tillman County,246,12,1,0.400000018998981%,1,4342,1872,37.9999995231628%
143,Tulsa County,5894,111,12,0.20000000949949%,1,243953,37585,18.0000007152557%
145,Wagoner County,294,1,0,0%,0,23174,1716,14.0000000596046%
147,Washington Coun,289,4,0,0%,0,22250,5020,23.0000004172325%
149,Washita County,161,16,1,0.600000005215406%,0,5452,1754,25.9999990463257%
151,Woods County,60,2,0,0%,0,4492,1880,11.9999997317791%
153,Woodward County,251,4,1,0.400000018998981%,0,8341,1807,15.0000005960464%
*# of Addresses where address state not in selected state: 1,# of Addresses where program state is not in selected state: 0,,,,,,,,
,,,,,,,,,
"* Based on most recent five years of data, 2009-2013",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
