"CBLS County-level Summary Data for IL, 2012",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Total # Children Tested 5-9 µg/dL,Confirmed Cases,,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,
051,Fayette County,420,21,4,0.999999977648258%,0,9053,3172,20.9999993443489%
053,Ford County,133,13,2,1.49999996647239%,0,6060,3040,9.00000035762787%
055,Franklin County,390,42,1,0.300000002607703%,0,18105,8027,25%
057,Fulton County,397,42,9,2.30000000447035%,1,16240,8285,15.0000005960464%
059,Gallatin County,128,11,0,0%,0,3071,942,40.0000005960465%
061,Greene County,269,24,5,1.89999993890524%,0,6332,3457,10.9999999403954%
063,Grundy County,439,13,0,0%,0,15040,3971,5.00000007450581%
065,Hamilton County,137,13,5,3.59999984502792%,1,3983,1514,20.9999993443489%
067,Hancock County,352,32,7,1.99999995529652%,2,8909,4399,10.9999999403954%
069,Hardin County,45,5,0,0%,0,2494,894,33.0000013113022%
071,Henderson Count,87,5,3,3.4000001847744%,1,4126,1488,11.9999997317791%
073,Henry County,878,512,13,1.49999996647239%,2,21270,10098,11.9999997317791%
075,Iroquois County,370,32,2,0.499999988824129%,0,13362,6256,14.0000000596046%
077,Jackson County,828,35,3,0.400000018998981%,0,26844,5477,28.999999165535%
079,Jasper County,105,7,0,0%,0,4294,1409,14.0000000596046%
081,Jefferson Count,486,39,8,1.60000007599592%,0,16990,4928,15.0000005960464%
083,Jersey County,410,12,2,0.499999988824129%,0,8918,2541,10.9999999403954%
085,Jo Daviess Coun,138,7,1,0.700000021606684%,0,12003,4873,10.9999999403954%
087,Johnson County,90,15,2,2.19999998807907%,1,5046,1088,15.9999996423721%
089,Kane County,13521,740,79,0.600000005215406%,31,138998,33073,9.00000035762787%
091,Kankakee County,1220,83,14,1.09999999403954%,3,40610,11662,18.0000007152557%
093,Kendall County,715,18,4,0.600000005215406%,0,19519,2764,1.99999995529652%
095,Knox County,827,138,21,2.5000000372529%,6,23717,11323,20.0000002980232%
097,Lake County,9172,136,21,0.20000000949949%,5,225919,33035,7.00000002980232%
099,La Salle County,1547,250,13,0.800000037997961%,6,46438,21195,17.0000001788139%
101,Lawrence County,302,52,4,1.30000002682209%,3,7014,3076,21.9999998807907%
103,Lee County,192,13,5,2.60000005364418%,1,14310,6703,10.0000001490116%
105,Livingston Coun,673,84,6,0.899999961256981%,0,15297,6835,12.9999995231628%
107,Logan County,373,36,3,0.800000037997961%,0,11872,5124,10.9999999403954%
109,McDonough Count,337,24,2,0.600000005215406%,0,13289,5203,28.0000001192093%
111,McHenry County,2517,62,0,0%,0,92908,14518,3.99999991059303%
113,McLean County,3283,330,22,0.700000021606684%,3,59972,14738,7.99999982118607%
115,Macon County,2306,146,17,0.700000021606684%,7,50241,16317,23.0000004172325%
117,Macoupin County,664,55,4,0.600000005215406%,3,21097,8937,15.0000005960464%
119,Madison County,3858,183,28,0.700000021606684%,7,108942,32272,14.0000000596046%
121,Marion County,809,57,9,1.09999999403954%,2,18022,6094,20.9999993443489%
123,Marshall County,134,24,2,1.49999996647239%,3,5914,2723,9.00000035762787%
125,Mason County,201,24,2,0.999999977648258%,1,7033,3233,18.0000007152557%
127,Massac County,167,18,2,1.20000001043081%,0,6951,2197,17.0000001788139%
129,Menard County,110,8,0,0%,0,5285,1717,11.9999997317791%
131,Mercer County,116,23,5,4.30000014603138%,2,7109,3451,9.00000035762787%
133,Monroe County,317,13,1,0.300000002607703%,0,10749,2485,5.00000007450581%
135,Montgomery Coun,496,34,7,1.40000004321337%,0,12525,5918,27.0000010728836%
137,Morgan County,748,105,16,2.09999997168779%,2,15291,5806,14.0000000596046%
139,Moultrie County,182,15,0,0%,1,5743,2143,10.0000001490116%
141,Ogle County,396,35,4,0.999999977648258%,0,20420,7646,10.0000001490116%
143,Peoria County,3928,616,77,1.99999995529652%,36,78204,26520,23.0000004172325%
145,Perry County,290,19,4,1.40000004321337%,1,9457,3565,20.9999993443489%
147,Piatt County,154,8,1,0.600000005215406%,1,6798,2685,5.99999986588955%
149,Pike County,294,23,3,0.999999977648258%,0,8011,3762,12.9999995231628%
151,Pope County,29,1,0,0%,0,2351,733,20.9999993443489%
153,Pulaski County,83,7,6,7.19999969005585%,1,3353,1178,37.0000004768372%
155,Putnam County,53,8,1,1.89999993890524%,1,2888,998,7.00000002980232%
157,Randolph County,425,36,6,1.40000004321337%,0,13328,4769,18.9999997615814%
159,Richland County,209,32,1,0.499999988824129%,1,7468,2584,23.0000004172325%
161,Rock Island Cou,4306,543,54,1.30000002682209%,18,64489,25631,20.9999993443489%
163,St. Clair Count,5546,399,32,0.600000005215406%,11,104446,26048,23.9999994635582%
165,Saline County,615,46,6,0.999999977648258%,1,12360,4620,20.0000002980232%
167,Sangamon County,2769,163,27,0.999999977648258%,5,85459,22747,15.9999996423721%
169,Schuyler County,137,13,4,2.8999999165535%,1,3304,1429,7.99999982118607%
171,Scott County,97,8,1,0.999999977648258%,1,2464,1136,14.0000000596046%
173,Shelby County,315,19,1,0.300000002607703%,0,10060,4033,15.0000005960464%
175,Stark County,73,53,2,2.70000007003546%,1,2725,1622,10.9999999403954%
177,Stephenson Coun,935,113,25,2.70000007003546%,9,21713,9906,17.0000001788139%
179,Tazewell County,649,347,5,0.800000037997961%,2,52973,13855,9.00000035762787%
181,Union County,291,22,3,0.999999977648258%,1,7894,2817,25.9999990463257%
183,Vermilion Count,1547,62,18,1.20000001043081%,3,36349,15704,23.0000004172325%
185,Wabash County,192,26,2,0.999999977648258%,3,5758,2289,25.9999990463257%
187,Warren County,362,26,5,1.40000004321337%,3,7787,4277,14.0000000596046%
189,Washington Coun,131,9,0,0%,2,6385,2413,7.00000002980232%
191,Wayne County,263,28,1,0.400000018998981%,0,7950,2773,20.0000002980232%
193,White County,319,26,1,0.300000002607703%,0,7393,2675,25%
195,Whiteside Count,1184,101,13,1.09999999403954%,4,25025,10135,15.9999996423721%
197,Will County,8847,291,21,0.20000000949949%,6,175524,25200,5.99999986588955%
199,Williamson Coun,492,100,4,0.800000037997961%,0,27703,8474,23.9999994635582%
201,Winnebago Count,6316,988,90,1.40000004321337%,22,114404,30628,15.0000005960464%
203,Woodford County,253,19,1,0.400000018998981%,0,13487,4114,5.99999986588955%
173,Ralls County,n,n,n,n,n,4564,1074,15.0000005960464%
*# of Addresses where address state not in selected state: 8,# of Addresses where program state is not in selected state: 2,,,,,,,,
,,,,,,,,,
"* Based on most recent five years of data, 2008-2012",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
