"CBLS County-level Summary Data for IL, 2005",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Screening Rate (# tested / population),Total # of Confirmed Cases,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2005"
153,Pulaski County,38,6.77361853832442%,2,2,3353,1178,37.0000004768372%,561
155,Putnam County,41,8.97155361050328%,0,0,2888,998,7.00000002980232%,457
157,Randolph County,,0%,,,13328,4769,18.9999997615814%,2341
159,Richland County,239,19.7032151690025%,1,1,7468,2584,23.0000004172325%,1213
161,Rock Island County,,0%,,,64489,25631,20.9999993443489%,11473
163,St. Clair County,3227,15.2066349370906%,79,56,104446,26048,23.9999994635582%,21221
165,Saline County,,0%,,,12360,4620,20.0000002980232%,1757
167,Sangamon County,3153,21.7838883515269%,59,31,85459,22747,15.9999996423721%,14474
169,Schuyler County,79,16.3223140495868%,1,0,3304,1429,7.99999982118607%,484
171,Scott County,112,25.9259259259259%,1,0,2464,1136,14.0000000596046%,432
173,Shelby County,283,16.8352171326591%,6,1,10060,4033,15.0000005960464%,1681
175,Stark County,118,24.6861924686192%,1,0,2725,1622,10.9999999403954%,478
177,Stephenson County,,0%,,,21713,9906,17.0000001788139%,3649
179,Tazewell County,982,10.0987248046072%,14,3,52973,13855,9.00000035762787%,9724
181,Union County,134,11.9111111111111%,4,1,7894,2817,25.9999990463257%,1125
183,Vermilion County,648,9.57022596366859%,43,14,36349,15704,23.0000004172325%,6771
185,Wabash County,276,28.9611752360965%,5,0,5758,2289,25.9999990463257%,953
187,Warren County,205,15.3903903903904%,9,2,7787,4277,14.0000000596046%,1332
189,Washington County,100,9.45179584120983%,2,1,6385,2413,7.00000002980232%,1058
191,Wayne County,434,36.4093959731544%,5,2,7950,2773,20.0000002980232%,1192
193,White County,,0%,,,7393,2675,25%,923
197,Will County,3112,6.13189887883983%,36,10,175524,25200,5.99999986588955%,50751
199,Williamson County,,0%,,,27703,8474,23.9999994635582%,4310
201,Winnebago County,3811,16.0985088497444%,124,61,114404,30628,15.0000005960464%,23673
203,Woodford County,47,1.74397031539889%,1,1,13487,4114,5.99999986588955%,2695
"* Based on most recent five years of data, 2001-2005",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
Illinois Total Confirmed Cases 2005,,5443,,,,,,,
