"CBLS County-level Summary Data for IL, 2007",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2007"
079,Jasper County,144,21.5000003576279%,2,1.38888888888889%,0,4294,1409,14.0000000596046%,671
081,Jefferson County,517,18.4000000357628%,4,0.773694390715667%,1,16990,4928,15.0000005960464%,2814
083,Jersey County,320,21.5000003576279%,2,0.625%,0,8918,2541,10.9999999403954%,1489
085,Jo Daviess County,158,11.6999998688698%,0,0%,2,12003,4873,10.9999999403954%,1347
087,Johnson County,60,7.69999995827675%,0,0%,0,5046,1088,15.9999996423721%,777
089,Kane County,10860,21.1999997496605%,158,1.4548802946593%,71,138998,33073,9.00000035762787%,51117
091,Kankakee County,2335,25%,31,1.32762312633833%,11,40610,11662,18.0000007152557%,9322
093,Kendall County,444,4.30000014603138%,6,1.35135135135135%,2,19519,2764,1.99999995529652%,10311
095,Knox County,1127,33.500000834465%,41,3.6379769299024%,15,23717,11323,20.0000002980232%,3369
097,Lake County,10219,16.5999993681908%,51,0.499070359134945%,14,225919,33035,7.00000002980232%,61596
099,La Salle County,2190,26.3999998569489%,38,1.7351598173516%,24,46438,21195,17.0000001788139%,8306
101,Lawrence County,378,40.0000005960465%,3,0.793650793650794%,1,7014,3076,21.9999998807907%,945
103,Lee County,176,7.59999975562096%,10,5.68181818181818%,4,14310,6703,10.0000001490116%,2304
105,Livingston County,433,14.5999997854233%,7,1.61662817551963%,2,15297,6835,12.9999995231628%,2970
107,Logan County,340,17.8000003099442%,7,2.05882352941176%,2,11872,5124,10.9999999403954%,1914
109,McDonough County,277,16.6999995708466%,6,2.16606498194946%,2,13289,5203,28.0000001192093%,1657
111,McHenry County,1967,7.40000009536743%,18,0.915099135739705%,2,92908,14518,3.99999991059303%,26612
113,McLean County,1925,14.9000003933907%,18,0.935064935064935%,2,59972,14738,7.99999982118607%,12923
115,Macon County,3148,38.6999994516373%,65,2.06480304955527%,14,50241,16317,23.0000004172325%,8144
117,Macoupin County,379,11.4000000059605%,7,1.84696569920844%,1,21097,8937,15.0000005960464%,3326
119,Madison County,2684,13.1999999284744%,22,0.819672131147541%,6,108942,32272,14.0000000596046%,20267
121,Marion County,692,23.4999999403954%,9,1.30057803468208%,1,18022,6094,20.9999993443489%,2948
123,Marshall County,248,28.999999165535%,17,6.85483870967742%,5,5914,2723,9.00000035762787%,856
125,Mason County,288,27.5999993085861%,5,1.73611111111111%,4,7033,3233,18.0000007152557%,1044
127,Massac County,102,8.90000015497208%,1,0.980392156862745%,0,6951,2197,17.0000001788139%,1145
129,Menard County,181,22.2000002861023%,2,1.10497237569061%,1,5285,1717,11.9999997317791%,815
131,Mercer County,296,27.9000014066696%,4,1.35135135135135%,1,7109,3451,9.00000035762787%,1060
133,Monroe County,192,8.10000002384186%,0,0%,0,10749,2485,5.00000007450581%,2358
135,Montgomery County,581,30.0000011920929%,9,1.54905335628227%,1,12525,5918,27.0000010728836%,1936
137,Morgan County,611,26.3999998569489%,9,1.47299509001637%,7,15291,5806,14.0000000596046%,2311
139,Moultrie County,182,17.2000005841255%,0,0%,0,5743,2143,10.0000001490116%,1056
141,Ogle County,339,9.00000035762787%,9,2.65486725663717%,2,20420,7646,10.0000001490116%,3771
143,Peoria County,3211,20.9000006318092%,106,3.30115228900654%,55,78204,26520,23.0000004172325%,15384
145,Perry County,349,23.4999999403954%,2,0.573065902578797%,0,9457,3565,20.9999993443489%,1487
149,Pike County,320,28.2999992370605%,5,1.5625%,2,8011,3762,12.9999995231628%,1129
151,Pope County,27,14.300000667572%,0,0%,0,2351,733,20.9999993443489%,189
153,Pulaski County,78,15.8000007271767%,1,1.28205128205128%,0,3353,1178,37.0000004768372%,493
155,Putnam County,100,27.9000014066696%,1,1%,0,2888,998,7.00000002980232%,359
157,Randolph County,316,14.300000667572%,3,0.949367088607595%,3,13328,4769,18.9999997615814%,2204
159,Richland County,212,19.3000003695488%,0,0%,1,7468,2584,23.0000004172325%,1097
161,Rock Island County,4319,37.9000008106232%,71,1.64389905070618%,32,64489,25631,20.9999993443489%,11381
163,St. Clair County,6207,28.2999992370605%,59,0.950539713227002%,26,104446,26048,23.9999994635582%,21956
165,Saline County,713,38.1999999284744%,7,0.981767180925666%,2,12360,4620,20.0000002980232%,1867
167,Sangamon County,3374,22.4999994039536%,45,1.33372851215175%,18,85459,22747,15.9999996423721%,15017
169,Schuyler County,73,15.8999994397163%,3,4.10958904109589%,0,3304,1429,7.99999982118607%,459
171,Scott County,89,25%,1,1.12359550561798%,0,2464,1136,14.0000000596046%,356
173,Shelby County,338,23.1000006198883%,7,2.07100591715976%,1,10060,4033,15.0000005960464%,1463
175,Stark County,104,25.6999999284744%,3,2.88461538461538%,0,2725,1622,10.9999999403954%,404
177,Stephenson County,936,28.600001335144%,38,4.05982905982906%,15,21713,9906,17.0000001788139%,3276
179,Tazewell County,1536,15.7000005245209%,12,0.78125%,3,52973,13855,9.00000035762787%,9771
181,Union County,253,19.5999994874001%,2,0.790513833992095%,1,7894,2817,25.9999990463257%,1289
183,Vermilion County,1390,21.6000005602837%,36,2.58992805755396%,12,36349,15704,23.0000004172325%,6429
185,Wabash County,330,39.7000014781952%,4,1.21212121212121%,1,5758,2289,25.9999990463257%,832
187,Warren County,430,36.0000014305115%,19,4.41860465116279%,9,7787,4277,14.0000000596046%,1193
189,Washington County,120,11.599999666214%,1,0.833333333333333%,1,6385,2413,7.00000002980232%,1031
191,Wayne County,438,37.7000004053116%,1,0.228310502283105%,1,7950,2773,20.0000002980232%,1162
193,White County,304,30.3000003099442%,5,1.64473684210526%,2,7393,2675,25%,1002
197,Will County,4741,7.50000029802322%,49,1.03353722843282%,7,175524,25200,5.99999986588955%,62823
199,Williamson County,612,13.0999997258186%,2,0.326797385620915%,1,27703,8474,23.9999994635582%,4680
201,Winnebago County,4917,20.2000007033348%,101,2.05409802725239%,38,114404,30628,15.0000005960464%,24401
203,Woodford County,396,14.5999997854233%,6,1.51515151515152%,1,13487,4114,5.99999986588955%,2721
999,Unknown,n,,n,#VALUE!,n,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2003-2007",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
,,,,,,,,,,
,Illinois 2007 Confirmed Cases,,3739,,,,,,,
