"CBLS County-level Summary Data for IL, 2008",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2008"
047,Edwards County,94,22.1000000834465%,1,1.06382978723404%,0,3199,1302,15.9999996423721%,425
049,Effingham County,433,15.8999994397163%,0,0%,3,13959,3190,12.9999995231628%,2715
051,Fayette County,393,26.800000667572%,7,1.78117048346056%,2,9053,3172,20.9999993443489%,1468
053,Ford County,60,5.79999983310699%,1,1.66666666666667%,0,6060,3040,9.00000035762787%,1032
055,Franklin County,51,1.79999992251396%,0,0%,1,18105,8027,25%,2884
057,Fulton County,377,15.8000007271767%,11,2.91777188328912%,5,16240,8285,15.0000005960464%,2383
059,Gallatin County,128,34.0000003576279%,0,0%,0,3071,942,40.0000005960465%,376
061,Greene County,322,32.8999996185303%,3,0.93167701863354%,0,6332,3457,10.9999999403954%,979
063,Grundy County,351,8.10000002384186%,2,0.56980056980057%,0,15040,3971,5.00000007450581%,4313
065,Hamilton County,74,14.5999997854233%,1,1.35135135135135%,0,3983,1514,20.9999993443489%,508
067,Hancock County,375,30.7000011205673%,5,1.33333333333333%,2,8909,4399,10.9999999403954%,1221
069,Hardin County,23,9.00000035762787%,0,0%,0,2494,894,33.0000013113022%,256
071,Henderson County,21,5.79999983310699%,0,0%,0,4126,1488,11.9999997317791%,362
073,Henry County,875,25.7999986410141%,14,1.6%,3,21270,10098,11.9999997317791%,3386
075,Iroquois County,282,13.400000333786%,2,0.709219858156028%,0,13362,6256,14.0000000596046%,2100
077,Jackson County,977,25.2000004053116%,2,0.204708290685773%,1,26844,5477,28.999999165535%,3880
079,Jasper County,87,12.7000004053116%,0,0%,0,4294,1409,14.0000000596046%,684
081,Jefferson County,246,8.69999974966049%,1,0.40650406504065%,1,16990,4928,15.0000005960464%,2836
083,Jersey County,364,24.1999998688698%,1,0.274725274725275%,0,8918,2541,10.9999999403954%,1506
085,Jo Daviess County,107,8.10000002384186%,1,0.934579439252336%,2,12003,4873,10.9999999403954%,1327
087,Johnson County,75,9.7000002861023%,0,0%,0,5046,1088,15.9999996423721%,774
089,Kane County,10895,20.9000006318092%,173,1.58788435061955%,61,138998,33073,9.00000035762787%,52005
091,Kankakee County,2664,28.099998831749%,26,0.975975975975976%,8,40610,11662,18.0000007152557%,9486
093,Kendall County,452,3.99999991059303%,4,0.884955752212389%,2,19519,2764,1.99999995529652%,11306
095,Knox County,840,25.2000004053116%,32,3.80952380952381%,13,23717,11323,20.0000002980232%,3337
097,Lake County,9546,15.6000003218651%,45,0.471401634192332%,8,225919,33035,7.00000002980232%,61334
099,La Salle County,1302,15.6000003218651%,24,1.84331797235023%,21,46438,21195,17.0000001788139%,8370
101,Lawrence County,350,37.9000008106232%,7,2%,1,7014,3076,21.9999998807907%,923
103,Lee County,123,5.29999993741512%,8,6.50406504065041%,2,14310,6703,10.0000001490116%,2340
105,Livingston County,413,13.6999994516373%,3,0.726392251815981%,1,15297,6835,12.9999995231628%,3015
107,Logan County,385,19.9000000953674%,3,0.779220779220779%,2,11872,5124,10.9999999403954%,1932
109,McDonough County,314,18.8999995589256%,3,0.955414012738853%,2,13289,5203,28.0000001192093%,1660
111,McHenry County,1905,7.10000023245811%,11,0.57742782152231%,2,92908,14518,3.99999991059303%,26761
113,McLean County,2303,17.399999499321%,19,0.825010855405992%,2,59972,14738,7.99999982118607%,13203
115,Macon County,2517,31.0000002384186%,43,1.70838299562972%,14,50241,16317,23.0000004172325%,8129
117,Macoupin County,410,12.0999999344349%,8,1.95121951219512%,3,21097,8937,15.0000005960464%,3395
119,Madison County,3525,17.2000005841255%,26,0.737588652482269%,6,108942,32272,14.0000000596046%,20518
121,Marion County,801,27.0999997854233%,20,2.49687890137328%,3,18022,6094,20.9999993443489%,2954
123,Marshall County,156,18.7000006437302%,4,2.56410256410256%,5,5914,2723,9.00000035762787%,836
125,Mason County,228,21.8999996781349%,1,0.43859649122807%,3,7033,3233,18.0000007152557%,1042
127,Massac County,150,12.8999993205071%,0,0%,0,6951,2197,17.0000001788139%,1162
129,Menard County,146,18.0000007152557%,1,0.684931506849315%,1,5285,1717,11.9999997317791%,809
131,Mercer County,351,33.3999991416931%,5,1.42450142450142%,1,7109,3451,9.00000035762787%,1052
133,Monroe County,43,1.79999992251396%,0,0%,0,10749,2485,5.00000007450581%,2375
135,Montgomery County,554,28.7999987602234%,4,0.72202166064982%,1,12525,5918,27.0000010728836%,1922
137,Morgan County,652,27.7999997138977%,7,1.07361963190184%,4,15291,5806,14.0000000596046%,2348
139,Moultrie County,71,6.49999976158142%,2,2.8169014084507%,0,5743,2143,10.0000001490116%,1087
141,Ogle County,308,8.10000002384186%,6,1.94805194805195%,3,20420,7646,10.0000001490116%,3808
143,Peoria County,2933,18.7999993562698%,88,3.00034094783498%,44,78204,26520,23.0000004172325%,15567
145,Perry County,381,25.4999995231628%,1,0.26246719160105%,0,9457,3565,20.9999993443489%,1492
149,Pike County,329,29.4999986886978%,7,2.12765957446808%,1,8011,3762,12.9999995231628%,1117
151,Pope County,24,11.6999998688698%,0,0%,0,2351,733,20.9999993443489%,206
153,Pulaski County,76,15.8000007271767%,1,1.31578947368421%,0,3353,1178,37.0000004768372%,482
155,Putnam County,44,12.3000003397465%,2,4.54545454545455%,0,2888,998,7.00000002980232%,358
157,Randolph County,37,1.7000000923872%,0,0%,2,13328,4769,18.9999997615814%,2200
159,Richland County,230,21.0999995470047%,0,0%,1,7468,2584,23.0000004172325%,1089
161,Rock Island County,4110,35.8000010251999%,65,1.58150851581509%,25,64489,25631,20.9999993443489%,11479
163,St. Clair County,6506,29.1999995708466%,51,0.783891792191823%,25,104446,26048,23.9999994635582%,22262
165,Saline County,711,38.4999990463257%,5,0.70323488045007%,3,12360,4620,20.0000002980232%,1847
167,Sangamon County,3530,23.2999995350838%,27,0.764872521246459%,20,85459,22747,15.9999996423721%,15181
169,Schuyler County,5,1.09999999403954%,0,0%,0,3304,1429,7.99999982118607%,455
171,Scott County,111,31.2000006437302%,2,1.8018018018018%,1,2464,1136,14.0000000596046%,356
173,Shelby County,221,14.6999999880791%,1,0.452488687782805%,1,10060,4033,15.0000005960464%,1500
175,Stark County,96,23.3999997377396%,2,2.08333333333333%,0,2725,1622,10.9999999403954%,410
177,Stephenson County,742,22.6999998092651%,27,3.63881401617251%,11,21713,9906,17.0000001788139%,3266
179,Tazewell County,1062,10.700000077486%,10,0.941619585687382%,3,52973,13855,9.00000035762787%,9964
181,Union County,302,22.9000002145767%,2,0.662251655629139%,1,7894,2817,25.9999990463257%,1317
183,Vermilion County,666,10.4000002145767%,17,2.55255255255255%,9,36349,15704,23.0000004172325%,6418
185,Wabash County,318,37.7000004053116%,7,2.20125786163522%,4,5758,2289,25.9999990463257%,843
187,Warren County,193,15.9999996423721%,8,4.14507772020725%,9,7787,4277,14.0000000596046%,1203
189,Washington County,124,11.6999998688698%,6,4.83870967741936%,2,6385,2413,7.00000002980232%,1062
191,Wayne County,428,37.2999995946884%,1,0.233644859813084%,1,7950,2773,20.0000002980232%,1147
193,White County,337,32.600000500679%,3,0.890207715133531%,0,7393,2675,25%,1034
197,Will County,4143,6.49999976158142%,37,0.893072652667149%,4,175524,25200,5.99999986588955%,63511
199,Williamson County,463,9.79999974370003%,1,0.215982721382289%,0,27703,8474,23.9999994635582%,4734
201,Winnebago County,2978,12.0999999344349%,83,2.78710543989255%,28,114404,30628,15.0000005960464%,24697
203,Woodford County,43,1.49999996647239%,2,4.65116279069768%,1,13487,4114,5.99999986588955%,2816
999,Unknown,n,,n,#VALUE!,n,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2004-2008",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
,,,,,,,,,,
,Illinois 2008 Confirmed Cases,,2791,,,,,,,
