"CBLS County-level Summary Data for TX, 2006",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Screening Rate (# tested / population),Total # of Confirmed Cases,Case Rate (# Confirmed / #Tested),# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2006"
047,Brooks County,103,13.400000333786%,3,2.9126213592233%,0,3203,510,56.9999992847443%,770
049,Brown County,123,4.10000011324883%,1,0.813008130081301%,0,17889,3693,25.9999990463257%,2976
051,Burleson County,98,7.50000029802322%,0,0%,1,8197,1218,25.9999990463257%,1311
053,Burnet County,240,7.59999975562096%,0,0%,0,15933,1383,17.0000001788139%,3156
055,Caldwell County,412,12.8999993205071%,3,0.728155339805825%,2,11901,2004,14.0000000596046%,3192
057,Calhoun County,135,7.50000029802322%,0,0%,0,10238,961,25%,1796
059,Callahan County,47,5.40000014007092%,0,0%,0,5925,1272,17.0000001788139%,875
061,Cameron County,11326,22.8000000119209%,54,0.476779092353876%,28,119654,10904,44.9999988079071%,49617
063,Camp County,199,16.5000006556511%,0,0%,0,5228,603,36.0000014305115%,1204
065,Carson County,9,1.99999995529652%,0,0%,0,2815,715,10.0000001490116%,459
067,Cass County,479,23.0000004172325%,0,0%,0,13890,1995,25.9999990463257%,2080
069,Castro County,123,17.5999999046326%,0,0%,0,3198,537,27.0000010728836%,697
071,Chambers County,111,5.00000007450581%,0,0%,1,10336,883,14.0000000596046%,2228
073,Cherokee County,1014,23.1000006198883%,5,0.493096646942801%,4,19173,3431,27.0000010728836%,4387
075,Childress County,41,8.29999968409538%,1,2.4390243902439%,1,3059,1272,46.9999998807907%,494
077,Clay County,21,3.4000001847744%,0,0%,0,4992,1240,10.9999999403954%,626
079,Cochran County,68,23.3999997377396%,0,0%,0,1587,333,47.9999989271164%,290
081,Coke County,19,10.5999998748302%,0,0%,0,2843,469,20.9999993443489%,180
083,Coleman County,64,10.4000002145767%,0,0%,0,5248,1775,33.0000013113022%,614
085,Collin County,1862,2.80000008642673%,4,0.214822771213749%,2,194892,4240,5.00000007450581%,67673
087,Collingsworth County,7,2.8999999165535%,0,0%,0,1723,857,34.9999994039536%,244
089,Colorado County,113,7.29999989271164%,1,0.884955752212389%,0,9431,2324,21.9999998807907%,1552
091,Comal County,625,7.59999975562096%,1,0.16%,0,32718,3247,14.0000000596046%,8185
093,Comanche County,69,6.59999996423721%,0,0%,0,7105,1856,28.0000001192093%,1041
095,Concho County,12,8.10000002384186%,0,0%,1,1488,587,21.9999998807907%,149
097,Cooke County,171,5.29999993741512%,1,0.584795321637427%,1,15061,2935,25.9999990463257%,3209
099,Coryell County,198,3.70000004768372%,3,1.51515151515152%,0,21776,2006,15.0000005960464%,5340
101,Cottle County,7,6.70000016689301%,0,0%,0,1088,486,33.0000013113022%,104
103,Crane County,17,5.49999997019768%,1,5.88235294117647%,0,1596,337,15.9999996423721%,311
105,Crockett County,39,12.0999999344349%,0,0%,0,2049,457,38.9999985694885%,323
107,Crosby County,54,8.90000015497208%,1,1.85185185185185%,0,3202,697,37.9999995231628%,607
109,Culberson County,19,9.30000022053719%,0,0%,0,1321,281,38.9999985694885%,204
111,Dallam County,53,8.60000029206276%,0,0%,0,2697,1000,18.9999997615814%,615
113,Dallas County,38115,15.6000003218651%,121,0.317460317460317%,52,854119,81461,18.9999997615814%,243748
115,Dawson County,34,3.09999994933605%,0,0%,0,5500,1287,33.0000013113022%,1112
117,Deaf Smith County,29,1.40000004321337%,0,0%,0,6914,984,33.0000013113022%,2065
119,Delta County,22,5.79999983310699%,0,0%,0,2410,692,20.0000002980232%,380
121,Denton County,2364,4.10000011324883%,4,0.169204737732657%,6,168069,5059,7.00000002980232%,57207
123,DeWitt County,219,15.7000005245209%,0,0%,1,8756,2672,31.9999992847443%,1398
125,Dickens County,n,,n,,n,1368,577,34.0000003576279%,132
127,Dimmit County,373,37.2999995946884%,1,0.268096514745308%,3,4112,719,43.9999997615814%,999
129,Donley County,6,2.8999999165535%,0,0%,0,2378,792,34.9999994039536%,210
131,Duval County,161,14.6999999880791%,0,0%,1,5543,1063,38.9999985694885%,1093
133,Eastland County,55,3.99999991059303%,0,0%,1,9547,3502,28.999999165535%,1389
135,Ector County,1467,10.8999997377396%,3,0.204498977505112%,1,49500,4241,27.0000010728836%,13471
137,Edwards County,30,21.6000005602837%,2,6.66666666666667%,1,1217,324,47.9999989271164%,139
139,Ellis County,639,4.89999987185001%,4,0.625978090766823%,3,39071,5145,14.0000000596046%,12950
141,El Paso County,12029,14.5999997854233%,40,0.332529719843711%,19,224447,23327,31.9999992847443%,82319
143,Erath County,320,11.5000002086163%,5,1.5625%,2,14422,2412,15.9999996423721%,2781
145,Falls County,157,13.1999999284744%,1,0.636942675159236%,5,7658,2215,28.0000001192093%,1185
147,Fannin County,136,5.90000003576279%,2,1.47058823529412%,0,12887,3031,23.0000004172325%,2316
149,Fayette County,130,8.69999974966049%,5,3.84615384615385%,3,11113,3577,12.9999995231628%,1500
151,Fisher County,20,9.49999988079071%,0,0%,0,2277,894,30.0000011920929%,211
153,Floyd County,90,15.1999995112419%,1,1.11111111111111%,0,3221,956,33.0000013113022%,594
155,Foard County,n,,n,,n,850,400,10.9999999403954%,84
157,Fort Bend County,2101,4.89999987185001%,6,0.2855782960495%,3,115991,3150,9.00000035762787%,42825
159,Franklin County,77,9.49999988079071%,0,0%,0,5132,631,28.0000001192093%,808
161,Freestone County,82,5.99999986588955%,0,0%,0,8138,1377,15.9999996423721%,1371
163,Frio County,217,14.8000001907349%,0,0%,0,5660,819,40.0000005960465%,1463
165,Gaines County,16,0.999999977648258%,0,0%,0,5410,566,31.9999992847443%,1647
167,Galveston County,2496,10.3000000119209%,19,0.761217948717949%,12,111733,16077,18.9999997615814%,24350
169,Garza County,29,7.90000036358833%,0,0%,0,1928,490,37.0000004768372%,367
171,Gillespie County,113,7.40000009536743%,0,0%,1,9902,2405,15.9999996423721%,1529
173,Glasscock County,n,,n,,n,660,82,18.9999997615814%,52
175,Goliad County,54,11.6999998688698%,0,0%,0,3426,813,30.0000011920929%,462
177,Gonzales County,340,17.399999499321%,8,2.35294117647059%,3,8194,1796,25%,1954
179,Gray County,23,1.40000004321337%,1,4.34782608695652%,0,10567,3251,20.9999993443489%,1693
181,Grayson County,791,8.20000022649765%,5,0.632111251580278%,3,48315,8709,15.9999996423721%,9658
183,Gregg County,1663,15.0000005960464%,12,0.721587492483464%,1,46349,5080,23.0000004172325%,11064
185,Grimes County,130,6.49999976158142%,1,0.769230769230769%,0,9490,1123,20.9999993443489%,1992
187,Guadalupe County,259,2.8999999165535%,1,0.386100386100386%,1,33585,3399,12.9999995231628%,8865
189,Hale County,514,13.8999998569489%,1,0.194552529182879%,1,13526,2656,21.9999998807907%,3689
191,Hall County,28,9.7000002861023%,0,0%,0,1988,847,37.9999995231628%,290
193,Hamilton County,50,8.69999974966049%,2,4%,0,4455,1373,21.9999998807907%,572
195,Hansford County,31,5.60000017285347%,0,0%,0,2329,591,25.9999990463257%,558
197,Hardeman County,7,2.30000000447035%,0,0%,0,2358,995,23.9999994635582%,303
199,Hardin County,358,8.90000015497208%,0,0%,0,19836,1824,15.0000005960464%,4017
201,Harris County,46468,11.599999666214%,192,0.413187569940604%,150,1298130,110300,20.9999993443489%,400669
203,Harrison County,859,16.7999997735024%,7,0.814901047729918%,1,26271,4508,28.0000001192093%,5104
205,Hartley County,n,,n,,n,1760,280,7.00000002980232%,438
207,Haskell County,26,7.80000016093254%,0,0%,0,3555,1147,37.0000004768372%,335
209,Hays County,679,6.10000006854534%,2,0.294550810014728%,2,35643,2499,11.9999997317791%,11220
211,Hemphill County,n,,n,,n,1548,559,20.9999993443489%,296
213,Henderson County,259,4.30000014603138%,0,0%,0,35935,1832,20.0000002980232%,6060
215,Hidalgo County,19326,20.2000007033348%,43,0.222498188968229%,27,192658,9079,46.000000834465%,95790
217,Hill County,292,10.1000003516674%,4,1.36986301369863%,3,14624,3349,20.9999993443489%,2897
219,Hockley County,136,6.59999996423721%,0,0%,1,9148,1261,23.0000004172325%,2068
221,Hood County,98,2.8999999165535%,0,0%,1,19105,781,9.00000035762787%,3397
223,Hopkins County,180,6.49999976158142%,0,0%,0,14020,2072,20.9999993443489%,2760
225,Houston County,312,21.0999995470047%,1,0.32051282051282%,0,10730,1609,28.0000001192093%,1482
227,Howard County,208,8.10000002384186%,1,0.480769230769231%,0,13589,2956,30.0000011920929%,2574
229,Hudspeth County,69,24.3000000715256%,0,0%,0,1471,236,40.9999996423721%,284
231,Hunt County,446,6.59999996423721%,1,0.224215246636771%,2,32490,4074,15.9999996423721%,6777
233,Hutchinson County,85,4.69999983906746%,1,1.17647058823529%,1,10871,2437,18.9999997615814%,1822
235,Irion County,12,12.6000002026558%,0,0%,0,914,241,10.0000001490116%,95
237,Jack County,18,3.20000015199184%,0,0%,0,3668,1011,18.0000007152557%,570
239,Jackson County,125,10.4999996721745%,0,0%,0,6545,1332,20.0000002980232%,1189
241,Jasper County,257,9.39999967813492%,2,0.778210116731518%,0,16576,1865,23.9999994635582%,2747
243,Jeff Davis County,n,,n,,n,1420,450,15.9999996423721%,110
245,Jefferson County,2545,13.0999997258186%,27,1.06090373280943%,14,102080,20162,27.0000010728836%,19400
247,Jim Hogg County,83,17.8000003099442%,0,0%,0,2308,435,37.0000004768372%,467
249,Jim Wells County,595,15.6000003218651%,3,0.504201680672269%,0,14819,1748,31.9999992847443%,3811
251,Johnson County,851,6.8000003695488%,5,0.587544065804935%,3,46269,4557,10.9999999403954%,12516
253,Jones County,71,6.59999996423721%,2,2.8169014084507%,0,7236,2196,25%,1076
255,Karnes County,122,11.9000002741814%,2,1.63934426229508%,1,5479,1515,38.9999985694885%,1022
257,Kaufman County,390,4.6000000089407%,6,1.53846153846154%,1,26133,2701,12.9999995231628%,8534
259,Kendall County,99,4.30000014603138%,0,0%,0,9609,1248,18.0000007152557%,2280
261,Kenedy County,n,,n,,n,281,73,17.0000001788139%,25
265,Kerr County,454,13.6000007390976%,4,0.881057268722467%,0,20228,2572,25%,3331
267,Kimble County,53,17.1000003814697%,0,0%,1,2996,707,30.0000011920929%,310
271,Kinney County,n,,n,,n,1907,427,31.9999992847443%,225
273,Kleberg County,232,8.29999968409538%,1,0.431034482758621%,0,12743,2035,36.0000014305115%,2785
275,Knox County,20,7.90000036358833%,0,0%,0,2129,689,43.0000007152557%,252
277,Lamar County,716,18.0999994277954%,10,1.39664804469274%,4,21113,3521,25.9999990463257%,3963
279,Lamb County,85,6.3000001013279%,0,0%,0,6294,1612,36.0000014305115%,1343
281,Lampasas County,137,9.00000035762787%,0,0%,0,7601,1538,20.0000002980232%,1526
283,La Salle County,32,5.70000000298023%,0,0%,0,2436,536,41.9999986886978%,558
285,Lavaca County,232,16.3000002503395%,0,0%,2,9657,2754,15.9999996423721%,1422
287,Lee County,75,6.10000006854534%,0,0%,0,6851,1094,15.0000005960464%,1229
289,Leon County,72,5.79999983310699%,1,1.38888888888889%,0,8299,1005,20.9999993443489%,1239
291,Liberty County,400,6.3000001013279%,0,0%,1,26359,2390,17.0000001788139%,6372
293,Limestone County,113,6.3000001013279%,2,1.76991150442478%,0,9725,1985,23.9999994635582%,1782
297,Live Oak County,64,9.7000002861023%,0,0%,2,6196,683,30.0000011920929%,657
299,Llano County,40,3.99999991059303%,0,0%,0,11829,844,15.0000005960464%,999
301,Loving County,n,,n,,n,70,17,,1
303,Lubbock County,2067,8.69999974966049%,6,0.290275761973875%,5,100595,9422,25%,23649
305,Lynn County,43,8.29999968409538%,0,0%,0,2671,693,28.0000001192093%,518
307,McCulloch County,55,8.69999974966049%,0,0%,0,4184,1491,41.9999986886978%,632
309,McLennan County,3254,16.2000000476837%,40,1.22925629993854%,11,84795,14360,25%,20027
311,McMullen County,n,,n,,n,587,95,47.9999989271164%,38
313,Madison County,101,11.2999998033047%,2,1.98019801980198%,2,4797,562,23.9999994635582%,895
315,Marion County,93,13.6999994516373%,1,1.0752688172043%,1,6384,649,33.0000013113022%,679
317,Martin County,39,9.7000002861023%,0,0%,0,1898,278,28.0000001192093%,401
319,Mason County,30,13.3000001311302%,0,0%,0,2372,1090,25%,225
321,Matagorda County,604,18.7999993562698%,1,0.165562913907285%,0,18611,2238,31.9999992847443%,3206
323,Maverick County,1584,25.900000333786%,2,0.126262626262626%,0,14889,998,37.0000004768372%,6117
325,Medina County,147,4.10000011324883%,3,2.04081632653061%,0,14826,2271,20.9999993443489%,3618
327,Menard County,19,17.399999499321%,0,0%,0,1607,634,33.0000013113022%,109
329,Midland County,1753,14.9000003933907%,3,0.171135196805476%,1,48060,3227,18.9999997615814%,11795
331,Milam County,222,10.4000002145767%,4,1.8018018018018%,3,10866,2208,20.0000002980232%,2133
333,Mills County,11,3.90000008046627%,0,0%,0,2691,789,23.0000004172325%,279
335,Mitchell County,25,4.69999983906746%,0,0%,0,4168,1178,25.9999990463257%,530
337,Montague County,73,4.69999983906746%,2,2.73972602739726%,0,9862,2064,23.0000004172325%,1541
339,Montgomery County,1981,5.60000017285347%,13,0.656234225138819%,1,112770,2383,12.9999995231628%,35539
341,Moore County,34,1.40000004321337%,0,0%,0,7478,1185,18.9999997615814%,2383
343,Morris County,142,14.9000003933907%,0,0%,0,6017,787,34.9999994039536%,951
345,Motley County,8,9.39999967813492%,0,0%,0,839,337,28.999999165535%,85
347,Nacogdoches County,714,13.0999997258186%,6,0.840336134453782%,5,25051,3023,28.0000001192093%,5443
349,Navarro County,844,20.100000500679%,11,1.30331753554502%,7,18449,3480,25.9999990463257%,4202
351,Newton County,73,8.60000029206276%,1,1.36986301369863%,0,7331,786,31.0000002384186%,848
353,Nolan County,112,8.50000008940697%,0,0%,0,7112,2264,34.0000003576279%,1313
355,Nueces County,2022,6.8000003695488%,8,0.39564787339268%,3,123041,16719,25.9999990463257%,29687
357,Ochiltree County,22,2.19999998807907%,0,0%,0,3769,720,18.9999997615814%,1009
359,Oldham County,n,,n,,n,815,248,33.0000013113022%,142
361,Orange County,831,13.1999999284744%,6,0.72202166064982%,1,34781,3843,23.0000004172325%,6292
363,Palo Pinto County,253,11.1000001430511%,0,0%,0,14102,2963,23.9999994635582%,2277
365,Panola County,282,15.6000003218651%,2,0.709219858156028%,0,10524,1531,18.0000007152557%,1808
367,Parker County,269,3.50000001490116%,0,0%,0,34084,3160,10.9999999403954%,7751
369,Parmer County,82,8.79999995231628%,0,0%,0,3732,724,21.9999998807907%,933
371,Pecos County,110,8.60000029206276%,0,0%,0,6338,1066,28.0000001192093%,1282
373,Polk County,227,7.10000023245811%,0,0%,0,21177,1301,27.0000010728836%,3183
375,Potter County,1585,12.2000001370907%,5,0.315457413249211%,5,44598,11418,28.0000001192093%,13007
377,Presidio County,188,23.1000006198883%,1,0.531914893617021%,1,3299,874,43.0000007152557%,814
379,Rains County,26,3.59999984502792%,0,0%,0,4523,365,18.9999997615814%,723
381,Randall County,47,0.499999988824129%,0,0%,0,43261,3196,10.0000001490116%,8819
383,Reagan County,24,8.90000015497208%,1,4.16666666666667%,1,1452,255,7.99999982118607%,269
385,Real County,25,13.6999994516373%,0,0%,0,2007,344,31.9999992847443%,183
387,Red River County,136,15.9999996423721%,4,2.94117647058823%,2,6916,1404,28.0000001192093%,851
389,Reeves County,85,9.20000001788139%,0,0%,0,5043,884,37.9999995231628%,926
391,Refugio County,44,8.50000008940697%,0,0%,0,3669,1007,25%,517
395,Robertson County,186,13.5000005364418%,0,0%,0,7874,1582,33.0000013113022%,1375
397,Rockwall County,339,5.29999993741512%,1,0.294985250737463%,0,15351,566,5.99999986588955%,6400
399,Runnels County,80,9.6000000834465%,2,2.5%,0,5400,2048,25.9999990463257%,830
401,Rusk County,354,9.6000000834465%,2,0.564971751412429%,1,19867,3732,21.9999998807907%,3693
403,Sabine County,39,6.10000006854534%,0,0%,0,7659,780,23.0000004172325%,642
405,San Augustine County,57,8.90000015497208%,0,0%,0,5356,648,30.0000011920929%,641
407,San Jacinto County,69,4.19999994337559%,0,0%,1,11520,651,25.9999990463257%,1651
409,San Patricio County,539,8.10000002384186%,0,0%,1,24864,2782,23.9999994635582%,6661
411,San Saba County,33,8.50000008940697%,0,0%,0,2951,1008,27.0000010728836%,386
413,Schleicher County,30,14.0000000596046%,0,0%,0,1371,365,33.0000013113022%,214
415,Scurry County,66,5.00000007450581%,0,0%,0,7112,1269,23.9999994635582%,1308
417,Shackelford County,12,6.1999998986721%,0,0%,0,1613,611,20.9999993443489%,194
419,Shelby County,264,11.1000001430511%,3,1.13636363636364%,1,11955,2026,23.0000004172325%,2378
421,Sherman County,n,,n,,n,1275,320,20.9999993443489%,219
423,Smith County,3262,18.6000004410744%,25,0.766400980993256%,8,71701,8093,18.9999997615814%,17576
425,Somervell County,33,5.70000000298023%,0,0%,0,2750,382,10.9999999403954%,584
427,Starr County,1740,20.4999998211861%,8,0.459770114942529%,2,17589,892,62.0000004768372%,8479
429,Stephens County,26,3.4000001847744%,0,0%,0,4893,1517,27.0000010728836%,774
431,Sterling County,n,,n,,n,633,185,28.0000001192093%,48
433,Stonewall County,n,,n,,n,936,251,25%,89
435,Sutton County,16,3.90000008046627%,0,0%,0,1998,456,25.9999990463257%,408
437,Swisher County,62,8.79999995231628%,0,0%,0,3315,808,28.999999165535%,708
439,Tarrant County,16372,9.7000002861023%,78,0.476423161495236%,36,565830,51478,15.0000005960464%,167928
441,Taylor County,908,7.69999995827675%,3,0.330396475770925%,1,52056,8986,23.0000004172325%,11819
443,Terrell County,n,,n,,n,991,406,46.9999998807907%,50
445,Terry County,59,5.20000010728836%,0,0%,0,5087,766,46.9999998807907%,1129
447,Throckmorton County,n,,n,,n,1066,506,27.0000010728836%,81
449,Titus County,796,25.2000004053116%,6,0.753768844221105%,1,10675,1080,27.0000010728836%,3156
451,Tom Green County,1375,14.8000001907349%,16,1.16363636363636%,10,43916,7010,23.0000004172325%,9307
453,Travis County,9127,10.1999998092651%,22,0.241043059055549%,27,335881,23484,15.0000005960464%,89420
455,Trinity County,357,36.5000009536743%,2,0.560224089635854%,1,8141,992,27.0000010728836%,978
457,Tyler County,121,8.90000015497208%,3,2.47933884297521%,1,10419,1281,21.9999998807907%,1364
459,Upshur County,280,9.39999967813492%,1,0.357142857142857%,1,14930,1864,18.9999997615814%,2981
461,Upton County,14,5.49999997019768%,0,0%,0,1609,312,31.0000002384186%,254
463,Uvalde County,446,16.5999993681908%,5,1.12107623318386%,6,10166,1954,40.0000005960465%,2681
465,Val Verde County,177,3.29999998211861%,2,1.12994350282486%,0,16288,1914,31.0000002384186%,5284
467,Van Zandt County,209,5.49999997019768%,1,0.478468899521531%,0,20896,2004,15.0000005960464%,3799
469,Victoria County,856,10.8999997377396%,5,0.58411214953271%,3,32945,3896,18.9999997615814%,7880
471,Walker County,453,12.6000002026558%,2,0.441501103752759%,1,21099,1430,23.0000004172325%,3586
473,Waller County,111,3.50000001490116%,1,0.900900900900901%,1,11955,1096,21.9999998807907%,3135
475,Ward County,149,16.7999997735024%,0,0%,0,4832,1052,23.9999994635582%,888
477,Washington County,208,8.29999968409538%,0,0%,1,13241,2420,15.0000005960464%,2500
479,Webb County,5511,16.2000000476837%,25,0.453638178189076%,11,55206,5023,40.0000005960465%,34005
481,Wharton County,899,23.6000001430511%,6,0.667408231368187%,3,16606,3403,23.0000004172325%,3814
483,Wheeler County,20,5.29999993741512%,0,0%,0,2687,1068,18.9999997615814%,380
485,Wichita County,1106,10.0000001490116%,11,0.994575045207957%,6,53304,11148,20.9999993443489%,11058
487,Wilbarger County,38,2.99999993294477%,1,2.63157894736842%,1,6371,2385,20.9999993443489%,1266
489,Willacy County,691,31.2000006437302%,3,0.434153400868307%,2,6727,1244,40.0000005960465%,2218
491,Williamson County,2380,6.8000003695488%,5,0.210084033613445%,3,90325,5071,5.99999986588955%,34931
493,Wilson County,171,5.70000000298023%,0,0%,0,12110,1337,11.9999997317791%,3012
495,Winkler County,68,11.599999666214%,0,0%,0,3214,513,21.9999998807907%,585
497,Wise County,174,3.90000008046627%,2,1.14942528735632%,0,19242,2165,14.0000000596046%,4410
499,Wood County,340,11.8000000715256%,2,0.588235294117647%,1,17939,2302,23.9999994635582%,2875
501,Yoakum County,8,1.09999999403954%,0,0%,0,2974,247,23.9999994635582%,719
503,Young County,137,9.89999994635582%,4,2.91970802919708%,2,8504,2171,25.9999990463257%,1381
505,Zapata County,299,18.1999996304512%,0,0%,0,6167,310,50%,1643
507,Zavala County,390,31.0999989509583%,7,1.79487179487179%,2,4075,548,47.9999989271164%,1253
999,Unknown,510,,0,0%,0,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2002-2006",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
Texas Total Confirmed Cases 2006,,,,1230,,,,,,
