"CBLS County-level Summary Data for TX, 2005",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Screening Rate (# tested / population),Total # of Confirmed Cases,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2005"
365,Panola County,99,6.29370629370629%,0,0,10524,1531,18.0000007152557%,1573
367,Parker County,306,4.49603291213635%,1,0,34084,3160,10.9999999403954%,6806
369,Parmer County,17,1.84581976112921%,0,0,3732,724,21.9999998807907%,921
371,Pecos County,25,1.89681335356601%,0,0,6338,1066,28.0000001192093%,1318
373,Polk County,268,9.2894280762565%,1,0,21177,1301,27.0000010728836%,2885
375,Potter County,459,4.04084866625583%,0,5,44598,11418,28.0000001192093%,11359
377,Presidio County,200,29.1970802919708%,2,1,3299,874,43.0000007152557%,685
379,Rains County,18,2.95081967213115%,0,0,4523,365,18.9999997615814%,610
381,Randall County,5,0.058099000697188%,0,0,43261,3196,10.0000001490116%,8606
383,Reagan County,,0%,,,1452,255,7.99999982118607%,315
385,Real County,17,9.49720670391061%,0,0,2007,344,31.9999992847443%,179
387,Red River County,21,2.15384615384615%,2,2,6916,1404,28.0000001192093%,975
389,Reeves County,83,7.39750445632799%,0,0,5043,884,37.9999995231628%,1122
391,Refugio County,41,7.06896551724138%,1,0,3669,1007,25%,580
395,Robertson County,53,3.85454545454545%,0,0,7874,1582,33.0000013113022%,1375
397,Rockwall County,223,5.66277298120874%,1,0,15351,566,5.99999986588955%,3938
399,Runnels County,55,6.71550671550672%,1,0,5400,2048,25.9999990463257%,819
401,Rusk County,209,5.97826086956522%,2,0,19867,3732,21.9999998807907%,3496
403,Sabine County,18,2.76923076923077%,0,0,7659,780,23.0000004172325%,650
405,San Augustine County,50,8.14332247557003%,0,0,5356,648,30.0000011920929%,614
407,San Jacinto County,57,3.37477797513321%,0,0,11520,651,25.9999990463257%,1689
409,San Patricio County,432,6.82572286301153%,0,1,24864,2782,23.9999994635582%,6329
411,San Saba County,82,20.7070707070707%,0,0,2951,1008,27.0000010728836%,396
413,Schleicher County,13,5.67685589519651%,0,0,1371,365,33.0000013113022%,229
415,Scurry County,52,4.24143556280587%,0,0,7112,1269,23.9999994635582%,1226
417,Shackelford County,,0%,,,1613,611,20.9999993443489%,224
419,Shelby County,225,11.0892065056678%,4,1,11955,2026,23.0000004172325%,2029
421,Sherman County,,0%,,,1275,320,20.9999993443489%,273
423,Smith County,3338,,14,7,71701,8093,18.9999997615814%,
425,Somervell County,6,1.05820105820106%,0,0,2750,382,10.9999999403954%,567
427,Starr County,1835,27.0848708487085%,3,1,17589,892,62.0000004768372%,6775
429,Stephens County,,0%,,,4893,1517,27.0000010728836%,607
431,Sterling County,5,5.55555555555556%,0,0,633,185,28.0000001192093%,90
435,Sutton County,43,12.1468926553672%,0,0,1998,456,25.9999990463257%,354
437,Swisher County,63,8.78661087866109%,0,0,3315,808,28.999999165535%,717
439,Tarrant County,6070,4.41149751081071%,24,30,565830,51478,15.0000005960464%,137595
441,Taylor County,617,5.64140074974856%,1,0,52056,8986,23.0000004172325%,10937
443,Terrell County,,0%,,,991,406,46.9999998807907%,68
445,Terry County,9,0.840336134453782%,0,0,5087,766,46.9999998807907%,1071
447,Throckmorton County,,0%,,,1066,506,27.0000010728836%,124
449,Titus County,767,26.1061946902655%,3,2,10675,1080,27.0000010728836%,2938
451,Tom Green County,1213,14.3278998346326%,11,8,43916,7010,23.0000004172325%,8466
453,Travis County,4591,6.638422163741%,14,30,335881,23484,15.0000005960464%,69158
455,Trinity County,181,18.1726907630522%,1,1,8141,992,27.0000010728836%,996
457,Tyler County,84,5.69877883310719%,0,0,10419,1281,21.9999998807907%,1474
459,Upshur County,103,3.71841155234657%,0,1,14930,1864,18.9999997615814%,2770
461,Upton County,22,9.05349794238683%,0,0,1609,312,31.0000002384186%,243
463,Uvalde County,471,18.75%,4,6,10166,1954,40.0000005960465%,2512
465,Val Verde County,29,0.632083696599826%,0,0,16288,1914,31.0000002384186%,4588
467,Van Zandt County,138,3.77152227384531%,1,0,20896,2004,15.0000005960464%,3659
469,Victoria County,717,9.52317704874485%,8,2,32945,3896,18.9999997615814%,7529
471,Walker County,348,9.87234042553192%,1,1,21099,1430,23.0000004172325%,3525
473,Waller County,59,2.14857975236708%,0,2,11955,1096,21.9999998807907%,2746
475,Ward County,117,,0,0,4832,1052,23.9999994635582%,
477,Washington County,67,3.03854875283447%,0,1,13241,2420,15.0000005960464%,2205
479,Webb County,4165,16.9695241199479%,16,10,55206,5023,40.0000005960465%,24544
481,Wharton County,603,18.0430879712747%,8,3,16606,3403,23.0000004172325%,3342
483,Wheeler County,15,4.29799426934097%,0,0,2687,1068,18.9999997615814%,349
485,Wichita County,1026,9.45447843715444%,12,7,53304,11148,20.9999993443489%,10852
487,Wilbarger County,72,6.22837370242215%,3,1,6371,2385,20.9999993443489%,1156
489,Willacy County,684,34.7384459116303%,6,3,6727,1244,40.0000005960465%,1969
491,Williamson County,1283,5.05177776902784%,6,3,90325,5071,5.99999986588955%,25397
493,Wilson County,81,2.88051209103841%,1,0,12110,1337,11.9999997317791%,2812
495,Winkler County,43,6.99186991869919%,0,0,3214,513,21.9999998807907%,615
497,Wise County,90,2.28368434407511%,0,0,19242,2165,14.0000000596046%,3941
499,Wood County,319,13.562925170068%,2,0,17939,2302,23.9999994635582%,2352
501,Yoakum County,,0%,,,2974,247,23.9999994635582%,625
503,Young County,60,4.75812846946868%,4,2,8504,2171,25.9999990463257%,1261
505,Zapata County,302,22.655663915979%,0,0,6167,310,50%,1333
507,Zavala County,115,9.44946589975349%,0,1,4075,548,47.9999989271164%,1217
"* Based on most recent five years of data, 2001-2005",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
Texas Total Confirmed Cases 2005,,1348,,,,,,,
