"CBLS County-level Summary Data for WV, 2008",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2008"
093,Tucker County,46,12.6000002026558%,0,0%,0,4634,1294,23.9999994635582%,364
095,Tyler County,38,7.59999975562096%,0,0%,0,4780,1843,23.0000004172325%,503
097,Upshur County,144,8.69999974966049%,2,1.38888888888889%,0,10751,2814,34.0000003576279%,1646
099,Wayne County,186,6.89999982714653%,1,0.537634408602151%,0,19107,3985,23.0000004172325%,2677
101,Webster County,48,8.39999988675118%,1,2.08333333333333%,0,5273,1355,43.0000007152557%,569
103,Wetzel County,124,10.8000002801418%,0,0%,0,8313,2694,27.0000010728836%,1146
105,Wirt County,23,6.70000016689301%,1,4.34782608695652%,0,3266,778,30.0000011920929%,344
107,Wood County,276,4.6000000089407%,2,0.72463768115942%,1,39785,10913,25.9999990463257%,5959
109,Wyoming County,154,10.1999998092651%,0,0%,0,11698,2914,38.9999985694885%,1509
999,Unknown,33,.,1,3.03030303030303%,4,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2004-2008",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
,,,,,,,,,,
,West Virgina 2008 Confirmed Cases,,94,,,,,,,
