"CBLS County-level Summary Data for WV, 2007",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2007"
061,Monongalia County,382,6.89999982714653%,2,0.523560209424084%,1,36695,9253,23.0000004172325%,5526
063,Monroe County,92,11.6999998688698%,3,3.26086956521739%,0,7267,1857,25%,789
065,Morgan County,100,9.6000000834465%,1,1%,0,8076,1545,12.9999995231628%,1037
067,Nicholas County,316,18.4000000357628%,3,0.949367088607595%,0,12406,2502,27.0000010728836%,1722
069,Ohio County,303,10.700000077486%,5,1.65016501650165%,2,22166,11634,23.9999994635582%,2844
071,Pendleton County,53,10.8000002801418%,1,1.88679245283019%,0,5102,1477,20.0000002980232%,489
073,Pleasants County,16,3.99999991059303%,0,0%,1,3214,831,25.9999990463257%,403
075,Pocahontas County,45,9.0999998152256%,0,0%,0,7594,1714,18.9999997615814%,494
077,Preston County,163,8.29999968409538%,2,1.22699386503067%,0,13444,3939,28.999999165535%,1965
079,Putnam County,297,7.40000009536743%,1,0.336700336700337%,0,21621,2547,12.9999995231628%,4029
081,Raleigh County,647,12.0999999344349%,5,0.772797527047914%,0,35678,9198,31.0000002384186%,5367
083,Randolph County,189,9.89999994635582%,0,0%,2,13478,3831,23.9999994635582%,1915
085,Ritchie County,51,7.50000029802322%,2,3.92156862745098%,0,5513,2097,23.0000004172325%,682
087,Roane County,66,6.59999996423721%,2,3.03030303030303%,0,7360,2255,37.0000004768372%,1004
089,Summers County,66,9.89999994635582%,0,0%,0,7331,2280,33.0000013113022%,670
091,Taylor County,72,7.50000029802322%,1,1.38888888888889%,1,7125,2499,25%,965
093,Tucker County,42,11.4000000059605%,0,0%,0,4634,1294,23.9999994635582%,370
095,Tyler County,47,9.39999967813492%,0,0%,0,4780,1843,23.0000004172325%,498
097,Upshur County,104,6.3000001013279%,0,0%,1,10751,2814,34.0000003576279%,1660
099,Wayne County,186,6.89999982714653%,0,0%,0,19107,3985,23.0000004172325%,2691
101,Webster County,37,6.49999976158142%,1,2.7027027027027%,0,5273,1355,43.0000007152557%,565
103,Wetzel County,130,11.4000000059605%,2,1.53846153846154%,1,8313,2694,27.0000010728836%,1136
105,Wirt County,29,8.29999968409538%,0,0%,0,3266,778,30.0000011920929%,351
107,Wood County,253,4.30000014603138%,3,1.18577075098814%,1,39785,10913,25.9999990463257%,5918
109,Wyoming County,125,7.90000036358833%,0,0%,0,11698,2914,38.9999985694885%,1576
999,Unknown,132,.,1,0.757575757575758%,5,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2003-2007",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
,,,,,,,,,,
,West Virginia 2007 Confirmed Cases,,92,,,,,,,
